ID,v2
3055,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
3056,What time you coming down later? 
3062,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
3064,Tell them the drug dealer's getting impatient
3075,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
3076,Ha ha - had popped down to the loo when you hello-ed me. Hello!
3083,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
3087,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
3089,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
3096,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
3100,Dunno he jus say go lido. Same time 930.
3101,Life style garments account no please.
3102,Hey morning what you come to ask:-) pa...
3109,I'll be at mu in like  &lt;#&gt;  seconds
3112,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
3118,I dled 3d its very imp
3120,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
3122,I AM AT A PARTY WITH ALEX NICHOLS
3127,Ok...
3131,How do you plan to manage that
3132,What time do u get out?
3145,U guys never invite me anywhere :(
3146,Ok... C ya...
3150,Am in film ill call you later.
3156,Am i that much dirty fellow?
3157,"[Û_] anyway, many good evenings to u! s"
3158,Yes.. now only saw your message..
3162,I like to talk pa but am not able to. I dont know y.
3168,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
3171,Love you aathi..love u lot..
3172,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
3173,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
3174,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
3176,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
3193,"There're some people by mu, I'm at the table by lambda"
3198,I can ask around but there's not a lot in terms of mids up here
3200,I dont know ask to my brother. Nothing problem some thing that. Just i told .
3201,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
3203,Did u receive my msg?
3208,No objection. My bf not coming.
3211,WHAT TIME U WRKIN?
3218,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
3221,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
3223,Morning only i can ok.
3226,Dont gimme that lip caveboy
3230,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
3234,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
3236,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
3241,1 in cbe. 2 in chennai.
3245,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
3252,"Yo, the game almost over? Want to go to walmart soon"
3255,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
3256,I just saw ron burgundy captaining a party boat so yeah
3257,Minimum walk is 3miles a day.
3262,You do got a shitload of diamonds though
3263,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
3267,Even my brother is not like to speak with me. They treat me like aids patent.
3268,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
3270,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
3271,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
3277,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
3282,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
3283,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
3290,Ok going to sleep. Hope i can meet her.
3297,Do I? I thought I put it back in the box
3305,Hows the pain dear?y r u smiling?
3306,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
3316,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
3318,Id have to check but there's only like 1 bowls worth left
3321,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
3327,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
3333,No. Thank you. You've been wonderful
3341,Oh that was a forwarded message. I thought you send that to me
3342,This phone has the weirdest auto correct.
3344,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
3346,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
3349,I'll reach in ard 20 mins ok...
3351,I borrow ur bag ok.
3353,Hey! There's veggie pizza... :/
3359,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
3360,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?
3364,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
3368,Guess he wants alone time. We could just show up and watch when they do..
3369,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
3370,Is ur lecture over?
3371,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
3374,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
3376,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
3377,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
3381,You see the requirements please
3387,"Mostly sports type..lyk footbl,crckt.."
3390,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
3403,He says hi and to get your ass back to south tampa (preferably at a kegger)
3406,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
3411,Dude sux for snake. He got old and raiden got buff
3413,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
3425,I'm in class. Will holla later
3429, &lt;#&gt;  mins but i had to stop somewhere first.
3430,Noice. Text me when you're here
3432,So do you have samus shoulders yet
3434,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...
3436,Just sent it. So what type of food do you like?
3439,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...
3441,R Ì_ comin back for dinner?
3443,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
3461,Lol well don't do it without me. We could have a big sale together.
3462,How come guoyang go n tell her? Then u told her?
3463,Oic... Then better quickly go bathe n settle down...
3476,Then ur physics get a-?
3477,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
3480,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
3482,cool. We will have fun practicing making babies!
3485,"I av a new number,  . Wil u only use this one,ta."
3486,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out
3488,Now? I'm going out 4 dinner soon..
3489,Wishing you a wonderful week.
3490,Just glad to be talking to you.
3492,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
3500,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
3504,"Yes, i'm small kid.. And boost is the secret of my energy.."
3513,K...k...when will you give treat?
3519,If you have belive me. Come to my home.
3520,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
3521,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
3522,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!
3523,Yup next stop.
3524,O ic lol. Should play 9 doors sometime yo
3525,That's y i said it's bad dat all e gals know u... Wat u doing now?
3537,Jus finish watching tv... U?
3539,Yeah no probs - last night is obviously catching up with you... Speak soon 
3540,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
3545,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
3546,Dai i downloaded but there is only exe file which i can only run that exe after installing.
3551,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
3553,"yeah, that's what I was thinking"
3557,Hey what happen de. Are you alright.
3559,I re-met alex nichols from middle school and it turns out he's dealing!
3560,Y so late but i need to go n get da laptop...
3566,Went fast asleep dear.take care.
3573,"Dear relieved of westonzoyland, all going to plan this end too!"
3574,Am going to take bath ill place the key in window:-)
3582,Play w computer? Aiyah i tok 2 u lor?
3587,Hi dude hw r u da realy mising u today
3588,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
3590,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
3593,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
3595,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
3596,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
3601,They did't play one day last year know even though they have very good team.. Like india.
3607,Would me smoking you out help us work through this difficult time
3609,Fuck babe ... What happened to you ? How come you never came back?
3617,I dun believe u. I thk u told him.
3620,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
3621,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
3622,Detroit. The home of snow. Enjoy it.
3627,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
3629," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
3630,Is that seriously how you spell his name?
3631,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
3632,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
3634,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
3635,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
3637,I don't think he has spatula hands!
3638,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
3639,"Damn, can you make it tonight or do you want to just wait til tomorrow"
3644,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
3649,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
3654,I'm done...
3655,Lmao ok I wont be needing u to do my hair anymore.
3656,Ok cool. See ya then.
3658,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
3664,No. I.ll meet you in the library
3665,:-) :-)
3673,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
3674,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
3676,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
3680,Ok... Help me ask if she's working tmr a not?
3682,Do you like Italian food?
3686,Where is it. Is there any opening for mca.
3688,Prepare to be pounded every night...
3692,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
3695,"It's wylie, you in tampa or sarasota?"
3697,it's really getting me down just hanging around.
3698,2/2 146tf150p
3699,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
3701,I know that my friend already told that.
3707,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
3708,HELLO PEACH! MY CAKE TASTS LUSH!
3712,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
3720,Will it help if we propose going back again tomorrow
3723,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
3724,Can't take any major roles in community outreach. You rock mel
3732,"Sorry, I'll call later"
3742,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
3754,Thanks honey. Have a great day.
3756,Sitting ard nothing to do lor. U leh busy w work?
3757,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
3758,Yeah I can still give you a ride
3759,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
3765,No rushing. I'm not working. I'm in school so if we rush we go hungry.
3769,Also track down any lighters you can find
3771,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
3772,Only saturday and sunday holiday so its very difficult:)
3773,"Nope. Since ayo travelled, he has forgotten his guy"
3774,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
3775,Cps is causing the outages to conserve energy.
3781,I love to wine and dine my lady!
3788,"Come round, it's . "
3789,Ok then i will come to ur home after half an hour
3790,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
3811,Went to ganesh dress shop
3813,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
3817,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
3825,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
3833,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
3834,"Sorry, got a late start, we're on the way"
3840,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
3841,Ok. No wahala. Just remember that a friend in need ...
3844,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
3846,I'm always looking for an excuse to be in the city.
3848,This single single answers are we fighting? Plus i said am broke and you didnt reply
3850,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
3854,That day you asked about anand number. Why:-)
3856,Anything lor. Juz both of us lor.
3858,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
3859,Hey check it da. I have listed da.
3865,Ok. So april. Cant wait
3866,Yeah imma come over cause jay wants to do some drugs
3872,Sac needs to carry on:)
3876,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
3884,U calling me right? Call my hand phone...
3885,Have you had a good day? Mine was really busy are you up to much tomorrow night?
3890,S:-)kallis wont play in first two odi:-)
3895,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...
3901,Where u been hiding stranger?
3903,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
3905,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
3907,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
3910,"Same, I'm at my great aunts anniversary party in tarpon springs"
3914,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
3917,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
3922,Wif my family booking tour package.
3927,I think the other two still need to get cash but we can def be ready by 9
3928,Ok lor. I'm in town now lei.
3936,Gudnite....tc...practice going on
3937,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
3944,Yes:)here tv is always available in work place..
3945,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
3950,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
3952,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
3954,Lol ok your forgiven :)
3957,Sorry * was at the grocers.
3958,COME BACK TO TAMPA FFFFUUUUUUU
3961,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
3966,Thank you. do you generally date the brothas?
3968,All done? All handed in? Celebrations in full swing yet?
3973,Dont pick up d call when something important is There to tell. Hrishi
3976,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
3979,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
3980,"Right on brah, see you later"
3987,I can take you at like noon
3991,Nope i'll come online now..
3992,Dont kick coco when he's down
4004,No. Yes please. Been swimming?
4005,Water logging in desert. Geoenvironmental implications.
4011,Saw Guys and Dolls last night with Patrick Swayze it was great
4013,Then why you not responding
4015,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
4018,Going for dinner.msg you after.
4021,ÌÏ bot notes oredi... Cos i juz rem i got...
4026,"Haha yeah I see that now, be there in a sec"
4027,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
4032,All will come alive.better correct any good looking figure there itself..
4033,"Sounds good, keep me posted"
4035,Ultimately tor motive tui achieve korli.
4037,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
4046,What time you thinkin of goin?
4049,But really quite funny lor wat... Then u shd haf run shorter distance wat...
4053,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
4055,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"""
4060,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
4061,Does she usually take fifteen fucking minutes to respond to a yes or no question
4066,In da car park 
4068,Did u download the fring app?
4071,"\Thinking of u ;) x\"""""
4082,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
4089,Lol ... I knew that .... I saw him in the dollar store
4092,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
4097,Now get step 2 outta the way. Congrats again.
4101,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
4105,"Just arrived, see you in a couple days &lt;3"
4107,Ok.ok ok..then..whats ur todays plan
4111,Ok lor Ì_ reaching then message me.
4112,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
4117,Ok set let u noe e details later...
4119,How was txting and driving
4121,I could ask carlos if we could get more if anybody else can chip in
4122,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
4126,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
4127,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
4128,What's a feathery bowa? Is that something guys have that I don't know about?
4131,Somebody set up a website where you can play hold em using eve online spacebucks
4146,I'm done oredi...
4153,Honey boo I'm missing u.
4156,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
4163,Chk in ur belovd ms dict
4167,Not..tel software name..
4169,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
4173,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
4175,i felt so...not any conveying reason.. Ese he... What about me?
4180,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
4182,What's nannys address?
4196,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk
4199,"That's fine, have him give me a call if he knows what he wants or has any questions"
4203,"Okay, good, no problem, and thanx!"
4214,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
4217,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
4222,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
4225,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
4234,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
4239,Aaooooright are you at work?
4242,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
4245,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
4248,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
4251,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
4255,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
4265,I just cooked a rather nice salmon a la you
4270,"Yeah, that's fine! It's å£6 to get in, is that ok? "
4271, and  picking them up from various points
4276,ÌÏ v ma fan...
4283,Eh u send wrongly lar...
4284,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
4285,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
4286,Probably a couple hours tops
4287,Nationwide auto centre (or something like that) on Newport road. I liked them there
4293,Normally i use to drink more water daily:)
4297,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
4299,That's cause your old. I live to be high.
4301,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
4305,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
4309,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
4310,Remind me how to get there and I shall do so
4312,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
4313,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
4317,Quite late lar... Ard 12 anyway i wun b drivin...
4319,"She was supposed to be but couldn't make it, she's still in town though"
4324,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
4326,Hey so whats the plan this sat? 
4330,Uhhhhrmm isnt having tb test bad when youre sick
4337,Esplanade lor. Where else...
4340,"Sorry, I'll call later"
4342,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
4345,"If e timing can, then i go w u lor..."
4348,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
4350,No..he joined today itself.
4357,I am not having her number sir
4358,Ding me on ya break fassyole! Blacko from londn
4360,Meeting u is my work. . . Tel me when shall i do my work tomorrow
4363,Haiyoh... Maybe your hamster was jealous of million
4365,May b approve panalam...but it should have more posts..
4367,Ok c Ì_ then.
4376,U ned to convince him tht its not possible witot hurting his feeling its the main
4378,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
4380,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
4383,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
4386,Do you hide anythiing or keeping distance from me
4397,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
4409,i can call in  &lt;#&gt;  min if thats ok
4415,"IÛ÷ll leave around four, ok?"
4423,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
4429,I'll probably be by tomorrow (or even later tonight if something's going on)
4430,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
4431,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
4434,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
