ID,v1,v2
2555,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
2556,ham,It's justbeen overa week since we broke up and already our brains are going to mush!
2557,ham,Early bird! Any purchases yet?
2558,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
2559,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
2560,ham,First answer my question.
2561,ham,Dont show yourself. How far. Put new pictures up on facebook.
2562,ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
2563,ham,Sac will score big hundred.he is set batsman:-)
2565,ham,Need a coffee run tomo?Can't believe it's that time of week already
2567,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
2568,ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
2570,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
2571,ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
2573,ham,I will vote for wherever my heart guides me
2574,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
2577,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
2580,ham,Okie.. Thanx..
2581,ham,Convey my regards to him
2582,ham,I dont thnk its a wrong calling between us
2583,spam,100 dating service cal;l 09064012103 box334sk38ch
2584,ham,ÌÏ takin linear algebra today?
2586,ham,Can you talk with me..
2589,ham,It has issues right now. Ill fix for her by tomorrow.
2590,ham,Do you know when the result.
2591,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
2592,ham,Thts wat Wright Brother did to fly..
2594,ham,Wen did you get so spiritual and deep. That's great
2596,ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
2597,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
2598,ham,Convey my regards to him
2599,ham,soon you will have the real thing princess! Do i make you wet? :)
2600,ham,K do I need a login or anything
2602,ham,Didn't you get hep b immunisation in nigeria.
2604,ham,"Well, I meant as opposed to my drunken night of before"
2605,ham,So no messages. Had food?
2606,ham,That means get the door
2608,ham,"Probably not, still going over some stuff here"
2610,ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
2611,ham,I dont want to hear anything
2613,ham,"Since when, which side, any fever, any vomitin."
2614,ham,If you're not in my car in an hour and a half I'm going apeshit
2615,ham,how are you? I miss you!
2617,ham,Well i know Z will take care of me. So no worries.
2619,ham,Ranjith cal drpd Deeraj and deepak 5min hold
2620,ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
2621,ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
2622,ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
2623,ham,Can u get pic msgs to your phone?
2624,ham,Dun need to use dial up juz open da browser n surf...
2625,ham,Don know. I did't msg him recently.
2628,ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
2629,ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
2630,spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
2632,ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
2633,ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
2634,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
2635,spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
2638,ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
2639,ham,Haven't left yet so probably gonna be here til dinner
2641,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
2643,ham,ÌÏ only send me the contents page...
2644,ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
2645,ham,"Maybe westshore or hyde park village, the place near my house?"
2646,ham,Lol wtf random. Btw is that your lunch break
2647,ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
2648,ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
2649,ham,Wot about on wed nite I am 3 then but only til 9!
2650,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
2651,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
2652,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
2653,ham,Thanx a lot 4 ur help!
2655,ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
2657,ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
2659,spam,You have 1 new voicemail. Please call 08719181503
2660,ham,Aight ill get on fb in a couple minutes
2661,ham,I keep ten rs in my shelf:) buy two egg.
2662,ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
2663,ham,ÌÏ still attending da talks?
2664,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
2666,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
2667,ham,Ok how you dear. Did you call chechi
2668,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
2669,ham,"Yes, princess. Toledo."
2672,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2673,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
2674,ham,"Sorry that took so long, omw now"
2675,ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
2676,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
2677,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
2678,spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
2679,ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
2680,ham,* Am on a train back from northampton so i'm afraid not!
2681,ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
2682,ham,K.k:)apo k.good movie.
2683,spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 "
2684,ham,1's reach home call me.
2685,ham,Great. P diddy is my neighbor and comes for toothpaste every morning
2686,ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
2688,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
2689,spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
2692,ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
2693,ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
2694,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
2695,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
2696,ham,Wife.how she knew the time of murder exactly
2698,ham,Your right! I'll make the appointment right now.
2699,ham,What class of  &lt;#&gt;  reunion?
2700,spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\"""""
2701,ham,I plane to give on this month end.
2702,ham,How abt making some of the pics bigger?
2703,ham,Yeah but which is worse for i
2704,ham,"How long before you get reply, just defer admission til next semester"
2705,ham,She ran off with a younger man. we will make pretty babies together :)
2706,ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
2708,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
2710,ham,Reckon need to be in town by eightish to walk from * carpark.
2711,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
2712,ham,Hahaha..use your brain dear
2713,ham,Okay. I've seen it. So i should pick it on friday?
2714,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
2716,ham,I'm at home. Please call
2718,ham,Ok lor...
2719,ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
2720,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
2721,ham,Wat Ì_ doing now?
2722,ham,K.then any other special?
2723,spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
2724,spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
2726,ham,Wait.i will come out.. &lt;#&gt;  min:)
2727,ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
2728,ham,"I've got  &lt;#&gt; , any way I could pick up?"
2729,ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
2731,ham,Please leave this topic..sorry for telling that..
2733,ham,Customer place i will call you
2734,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
2736,ham,How much is torch in 9ja.
2737,ham,U call me alter at 11 ok.
2738,ham,She went to attend another two rounds today..but still did't reach home..
2740,ham,You have got tallent but you are wasting.
2742,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
2743,ham,Ho ho - big belly laugh! See ya tomo
2745,ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
2746,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
2747,ham,May i call You later Pls
2748,ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
2751,spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
2752,ham,Dear umma she called me now :-)
2757,spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
2758,ham,Oops i thk i dun haf enuff... I go check then tell Ì_..
2759,ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
2760,ham,LOL what happens in Vegas stays in vegas
2761,ham,Hey u still at the gym?
2762,ham,I'll text now! All creepy like so he won't think that we forgot
2764,ham,yes baby! I need to stretch open your pussy!
2765,ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
2766,ham,Why you Dint come with us.
2767,ham,It took Mr owl 3 licks
2768,ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
2769,ham,Dear we are going to our rubber place
2771,ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
2772,ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
2773,ham,"Sorry, I'll call later"
2774,ham,My drive can only be read. I need to write
2775,ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
2776,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
2779,ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
2780,ham,"Awesome, I'll see you in a bit"
2781,ham,"Sorry, I'll call later"
2782,ham,Your pussy is perfect!
2784,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
2785,ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
2786,ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
2787,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
2788,ham,Yes when is the appt again?
2789,ham,We're on the opposite side from where we dropped you off
2790,spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
2792,ham,Now only i reached home. . . I am very tired now. . I will come tomorro
2793,ham,have you ever had one foot before?
2795,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
2796,ham,So are you guys asking that i get that slippers again or its gone with last year
2797,ham,Are you this much buzy
2799,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
2801,ham,"Aight, we'll head out in a few"
2802,ham,At WHAT TIME should i come tomorrow
2803,ham,What's ur pin?
2804,ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
2806,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
2807,ham,I meant middle left or right?
2809,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
2810,ham,"Aight will do, thanks again for comin out"
2811,ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
2812,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
2814,ham,ÌÏ dun wan to watch infernal affair?
2815,ham,But i juz remembered i gotta bathe my dog today..
2816,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
2819,ham,From tomorrow onwards eve 6 to 3 work.
2820,ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
2821,spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
2822,ham,"K I'm ready,  &lt;#&gt; ?"
2823,ham,Ok pa. Nothing problem:-)
2825,ham,I want snow. It's just freezing and windy.
2826,spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
2827,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
2828,ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
2830,ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
2832,ham,You need to get up. Now.
2834,ham,Have you been practising your curtsey?
2835,ham,"Don't worry, * is easy once have ingredients!"
2836,ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
2837,spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!"""
2838,ham,"Me not waking up until 4 in the afternoon, sup"
2839,ham,"Sorry, I'll call later"
2843,ham,Go where n buy? Juz buy when we get there lar.
2844,ham,No just send to you. Bec you in temple na.
2845,ham,What happened to our yo date?
2846,ham,"Me, i dont know again oh"
2847,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
2848,ham,R u sure they'll understand that! Wine * good idea just had a slurp!
2849,ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
2851,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
2852,ham,5 nights...We nt staying at port step liao...Too ex
2853,ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
2854,ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
2855,ham,I am in hospital da. . I will return home in evening
2856,ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
2857,ham,3 pa but not selected.
2858,ham,I love working from home :)
2860,ham,Stop knowing me so well!
2861,ham,"Sorry, I'll call later In meeting."
2862,ham,I cant pick the phone right now. Pls send a message
2863,ham,Just wait till end of march when el nino gets himself. Oh.
2864,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
2865,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
2866,spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
2867,ham,"Haha yeah, 2 oz is kind of a shitload"
2868,ham,"Nothing, i got msg frm tht unknown no.."
2869,ham,U can call now...
2870,ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
2871,ham,Oh k...i'm watching here:)
2872,ham,I come n pick Ì_ up... Come out immediately aft ur lesson...
2873,ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
2875,ham,Everybody had fun this evening. Miss you.
2877,ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
2878,ham,I have gone into get info bt dont know what to do
2880,ham,Im just wondering what your doing right now?
2881,ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
2882,ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
2883,ham,Actually i'm waiting for 2 weeks when they start putting ad.
2885,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
2886,ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
2887,ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
2889,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
2891,ham,I thank you so much for all you do with selflessness. I love you plenty.
2892,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
2893,ham,I will reach ur home in  &lt;#&gt;  minutes
2894,ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
2895,ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
2896,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
2897,ham,In meeting da. I will call you
2898,ham,I tagged MY friends that you seemed to count as YOUR friends.
2899,ham,Do we have any spare power supplies
2900,ham,Ya just telling abt tht incident..
2901,ham,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.
2903,ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
2904,ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
2905,ham,Neshanth..tel me who r u?
2906,ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
2908,ham,Wat would u like 4 ur birthday?
2909,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
2910,ham,U reach orchard already? U wan 2 go buy tickets first?
2911,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
2912,ham,Moji i love you more than words. Have a rich day
2913,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
2915,ham,I think that tantrum's finished so yeah I'll be by at some point
2917,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
2918,ham,Ok...
2919,ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
2920,ham,I have printed it oh. So  &lt;#&gt;  come upstairs
2922,ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
2923,ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
2925,spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
2927,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
2928,ham,"Sure, I'll see if I can come by in a bit"
2930,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
2931,ham,How come she can get it? Should b quite diff to guess rite...
2932,ham,No problem. Talk to you later
2933,ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
2935,ham,Have you started in skye
2936,ham,Printer is cool. I mean groovy. Wine is groovying
2937,ham,Did u see what I posted on your Facebook?
2938,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
2939,ham,Going to take your babe out ?
2942,ham,Did either of you have any idea's? Do you know of anyplaces doing something?
2943,ham,Boy you best get yo ass out here quick
2945,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
2946,ham,Dear :-/ why you mood off. I cant drive so i brother to drive
2949,ham,Some are lasting as much as 2 hours. You might get lucky.
2950,ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
2951,ham,Yup i thk so until e shop closes lor.
2953,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
2955,ham,"Great. I'm in church now, will holla when i get out"
2957,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
2958,ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
2959,ham,Yes.i'm in office da:)
2960,ham,When you guys planning on coming over?
2961,ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
2963,spam,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
2964,spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
2965,ham,Dai what this da.. Can i send my resume to this id.
2966,ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
2967,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
2968,ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!"
2969,ham,"sry can't talk on phone, with parents"
2970,ham,You will be in the place of that man
2971,ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
2973,ham,"Sorry, I'll call later"
2974,ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
2975,ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
2976,ham,Just now saw your message.it k da:)
2977,ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
2978,ham,Send me the new number
2979,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
2980,ham,"No my blankets are sufficient, thx"
2981,ham,Just taste fish curry :-P
2982,ham,Lolnice. I went from a fish to ..water.?
2983,ham,"Merry Christmas to you too babe, i love ya *kisses*"
2984,ham,Yup i'm free...
2985,ham,See? I thought it all through
2986,ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
2988,spam,Filthy stories and GIRLS waiting for your
2989,spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
2990,ham,Carlos says we can pick up from him later so yeah we're set
2991,ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
2992,ham,Well boy am I glad G wasted all night at applebees for nothing
2994,ham,"And that's fine, I got enough bud to last most of the night at least"
2995,ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
2996,ham,What time is ur flight tmr?
2998,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
2999,ham,Is she replying. Has boye changed his phone number
3000,ham,What should i eat fo lunch senor
3001,spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
3002,spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
3004,ham,Jason says it's cool if we pick some up from his place in like an hour
3005,ham,What year. And how many miles.
3006,ham,Nope. Meanwhile she talk say make i greet you.
3007,ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
3008,ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
3009,ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
