index,Name,Platform,Year_of_Release,Genre,Publisher,JP_Sales,Critic_Score,Critic_Count,Global_Sales
11595,Far Cry Vengeance,Wii,2006.0,Shooter,Ubisoft,0.0,38.0,23.0,0.08
8104,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000.0,Sports,Sega,0.18,,,0.18
13065,Lagoon,SNES,1991.0,Role-Playing,Kemco,0.05,,,0.05
16119,Brave: The Video Game,Wii,2012.0,Action,Disney Interactive Studios,0.0,,,0.01
16244,NHL 16,PS3,2015.0,Sports,Electronic Arts,0.0,,,0.01
13293,Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,0.0,85.0,39.0,0.05
15701,Suzumiya Haruhi-Chan no Mahjong,PSP,2011.0,Misc,Kadokawa Shoten,0.02,,,0.02
13958,FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.0,71.0,7.0,0.04
9676,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012.0,Action,Namco Bandai Games,0.12,,,0.12
6252,Tao Feng: Fist of the Lotus,XB,2003.0,Fighting,Microsoft Game Studios,0.0,65.0,32.0,0.27
11685,Lost in Blue: Shipwrecked,Wii,2008.0,Adventure,Konami Digital Entertainment,0.0,54.0,11.0,0.08
12770,Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.0,60.0,29.0,0.06
1739,Mario vs. Donkey Kong,GBA,2004.0,Puzzle,Nintendo,0.21,81.0,43.0,1.17
8042,Ringling Bros. and Barnum & Bailey Circus,Wii,2009.0,Action,Take-Two Interactive,0.0,,,0.18
13225,Ghostbusters (2016),XOne,2016.0,Action,Activision,0.0,,,0.05
13750,Capcom Fighting Evolution,XB,2005.0,Fighting,Capcom,0.0,61.0,20.0,0.04
6070,Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992.0,Strategy,Tecmo Koei,0.29,,,0.29
6751,Family Guy: Back to the Multiverse,X360,2012.0,Action,Activision,0.0,39.0,28.0,0.25
11843,Still Life,XB,2005.0,Adventure,Microids,0.0,70.0,29.0,0.07
3804,Juiced,PS2,2005.0,Racing,THQ,0.0,68.0,36.0,0.53
15502,Winning Post 7: Maximum 2007,PS2,2007.0,Sports,Tecmo Koei,0.02,,,0.02
2039,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.37,80.0,40.0,1.02
4760,Naughty Bear,X360,2010.0,Action,505 Games,0.0,43.0,51.0,0.4
2635,James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.0,80.0,17.0,0.78
9016,Ratatouille,GC,2007.0,Action,THQ,0.0,60.0,7.0,0.14
6054,One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009.0,Action,Namco Bandai Games,0.17,,,0.29
13881,DuckTales: Remastered,X360,2013.0,Action,Capcom,0.0,,,0.04
5652,Shin Momotarou Densetsu,SNES,1993.0,Role-Playing,Hudson Soft,0.32,,,0.32
14143,Major League Baseball 2K8,PSP,,Sports,Unknown,0.0,63.0,5.0,0.03
3208,Okami,PS2,2006.0,Action,Capcom,0.15,93.0,69.0,0.63
9032,Balloon Pop,DS,2009.0,Puzzle,UFO Interactive,0.0,,,0.14
7953,Blood Omen 2,XB,2002.0,Action,Eidos Interactive,0.0,76.0,22.0,0.19
11132,NFL Blitz 20-02,GC,2002.0,Sports,Midway Games,0.0,77.0,9.0,0.09
3413,Madden NFL 06,X360,,Sports,Electronic Arts,0.01,74.0,48.0,0.59
6336,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008.0,Adventure,Namco Bandai Games,0.19,,,0.27
4763,Six Flags Fun Park,Wii,2009.0,Misc,Ubisoft,0.0,43.0,7.0,0.4
2843,Jampack Winter 2001,PS2,2001.0,Misc,Sony Computer Entertainment,0.0,,,0.72
3790,Front Mission 2,PS,1997.0,Strategy,SquareSoft,0.49,,,0.53
1922,The Biggest Loser,Wii,2009.0,Sports,THQ,0.0,,,1.07
5599,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,0.0,,,0.32
34,Call of Duty: Black Ops II,PS3,2012.0,Shooter,Activision,0.65,83.0,21.0,13.79
16158,Super Robot Taisen XO,X360,2006.0,Strategy,Banpresto,0.01,,,0.01
2484,NCAA Football 12,PS3,2011.0,Sports,Electronic Arts,0.0,82.0,17.0,0.83
9623,Hour of Victory,X360,2007.0,Shooter,Midway Games,0.0,37.0,33.0,0.13
3517,Rock Band 3,PS3,2010.0,Misc,MTV Games,0.0,91.0,34.0,0.57
1481,World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,0.0,91.0,47.0,1.32
1216,Ratchet & Clank (2016),PS4,2016.0,Platform,Sony Computer Entertainment,0.04,,,1.54
7451,ESPN Winter X Games: Snowboarding 2002,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,64.0,14.0,0.21
2329,Cars 2,Wii,2011.0,Racing,Disney Interactive Studios,0.0,,,0.89
1246,Mega Man 2,NES,1988.0,Action,Capcom,0.42,,,1.51
3098,Monster Jam: Maximum Destruction,PS2,2002.0,Racing,Ubisoft,0.0,47.0,11.0,0.65
8537,Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,Ubisoft,0.0,81.0,40.0,0.16
9404,NHL 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.0,70.0,21.0,0.13
9320,Nobunaga no Yabou: Tendou,PS3,2010.0,Strategy,Tecmo Koei,0.13,,,0.13
13938,Gitaroo Man Lives!,PSP,2006.0,Misc,Tecmo Koei,0.0,,,0.04
12425,My Pet Chimp,DS,2010.0,Simulation,505 Games,0.0,,,0.06
1816,SingStar,PS3,2007.0,Misc,Sony Computer Entertainment,0.0,82.0,48.0,1.13
10511,Doom 3,PC,2004.0,Shooter,Activision,0.0,87.0,83.0,0.1
12990,Rockin' Pretty,DS,2009.0,Misc,Arc System Works,0.0,,,0.05
16373,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,0.01,,,0.01
5392,Off Road Challenge,N64,1998.0,Racing,GT Interactive,0.0,,,0.34
12719,Flip's Twisted World,Wii,,Platform,Unknown,0.0,47.0,7.0,0.06
11935,All-Star Baseball 2004,GBA,2003.0,Sports,Acclaim Entertainment,0.0,,,0.07
7597,Monster Jam,X360,2007.0,Racing,Activision,0.0,43.0,9.0,0.2
826,Need for Speed: ProStreet,X360,2007.0,Racing,Electronic Arts,0.01,72.0,42.0,2.05
14276,Yumi's Odd Odyssey,3DS,2013.0,Platform,Agatsuma Entertainment,0.03,74.0,13.0,0.03
5694,F1 Race Stars,PS3,2012.0,Racing,Codemasters,0.0,61.0,27.0,0.32
7220,Jackass the Game,PSP,2007.0,Action,Empire Interactive,0.0,58.0,21.0,0.22
2407,Warriors Orochi,PS2,2007.0,Action,Tecmo Koei,0.64,55.0,14.0,0.87
1960,Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,0.0,84.0,50.0,1.06
14625,Harry Potter and the Half-Blood Prince,PC,2009.0,Action,Electronic Arts,0.0,64.0,14.0,0.03
2287,Operation Flashpoint: Dragon Rising,PS3,2009.0,Shooter,Codemasters,0.05,76.0,42.0,0.91
13340,Punch King,GBA,2002.0,Fighting,Acclaim Entertainment,0.0,58.0,10.0,0.05
16704,Mezase!! Tsuri Master DS,DS,2009.0,Sports,Hudson Soft,0.01,,,0.01
589,God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,0.06,91.0,50.0,2.6
3829,Syphon Filter 3,PS,2001.0,Shooter,Sony Computer Entertainment,0.0,73.0,19.0,0.52
4762,Tak and the Power of Juju,GC,2003.0,Platform,THQ,0.0,71.0,16.0,0.4
2399,Red Faction: Guerrilla,X360,2009.0,Shooter,THQ,0.01,85.0,84.0,0.87
10836,Squinkies 2: Adventure Mall Surprize!,DS,2011.0,Platform,Activision,0.0,,,0.09
9887,Psychonauts,XB,2005.0,Platform,THQ,0.0,88.0,54.0,0.12
6903,Nickelodeon Dance,Wii,2011.0,Misc,Take-Two Interactive,0.0,,,0.24
11523,Gradius III and IV,PS2,2000.0,Shooter,Konami Digital Entertainment,0.0,64.0,15.0,0.08
4521,Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,Namco Bandai Games,0.25,71.0,12.0,0.43
8799,NBA 09: The Inside,PS3,2008.0,Sports,Sony Computer Entertainment,0.0,63.0,17.0,0.15
8458,Death Trap,2600,1982.0,Action,Avalon Interactive,0.0,,,0.17
11524,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011.0,Strategy,Acquire,0.08,,,0.08
13193,Sherlock Holmes: Crimes & Punishments,PC,2014.0,Adventure,Focus Home Interactive,0.0,,,0.05
3143,X2: Wolverine's Revenge,PS2,2003.0,Platform,Activision,0.0,58.0,24.0,0.64
751,Saints Row,X360,2006.0,Action,THQ,0.02,81.0,74.0,2.18
7195,MotoGP 09/10,PS3,2010.0,Racing,Capcom,0.0,70.0,42.0,0.22
12173,Deep Labyrinth,DS,2006.0,Action,505 Games,0.0,57.0,18.0,0.07
6121,All Star Cheer Squad,DS,2008.0,Sports,THQ,0.0,,,0.28
1230,The Simpsons Skateboarding,PS2,2002.0,Sports,Electronic Arts,0.0,38.0,21.0,1.52
13756,Paws & Claws: Regal Resort,DS,2010.0,Simulation,THQ,0.0,,,0.04
10344,Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,0.0,85.0,14.0,0.11
3365,WWE 2K17,PS4,2016.0,Sports,Take-Two Interactive,0.0,69.0,50.0,0.6
5325,Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,0.0,81.0,28.0,0.35
13320,VR Soccer '96,PS,1996.0,Sports,Gremlin Interactive Ltd,0.0,,,0.05
3136,Metal Gear Solid V: The Phantom Pain,PS3,2015.0,Action,Konami Digital Entertainment,0.22,,,0.64
12499,Theme Park,DS,2007.0,Simulation,Electronic Arts,0.03,72.0,15.0,0.06
690,Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,0.64,75.0,69.0,2.3
6771,Racquet Sports,Wii,2010.0,Sports,Ubisoft,0.0,51.0,8.0,0.24
2645,Air Raid,2600,1981.0,Action,Men-A-Vision,0.0,,,0.77
11101,Captain Tsubasa: Aratanaru Densetsu Joshou,PS,2002.0,Sports,Konami Digital Entertainment,0.08,,,0.09
9312,LEGO The Lord of the Rings,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,,,0.13
7390,Shadow of Destiny,PS2,2001.0,Adventure,Konami Digital Entertainment,0.03,78.0,18.0,0.21
1636,Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,0.0,63.0,39.0,1.22
5483,Cool Boarders 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.0,78.0,16.0,0.33
1668,Bayonetta,PS3,2009.0,Action,Sega,0.21,87.0,54.0,1.21
3022,Fossil Fighters: Champions,DS,2010.0,Role-Playing,Nintendo,0.34,68.0,8.0,0.67
13434,Jonah Lomu Rugby Challenge,PC,2011.0,Sports,Home Entertainment Suppliers,0.0,,,0.05
15181,Toxic Grind,XB,2002.0,Sports,THQ,0.0,49.0,9.0,0.02
1891,NFL Blitz 2000,PS,1998.0,Sports,Midway Games,0.0,,,1.09
5301,The Fairly Odd Parents: Shadow Showdown,PS2,2004.0,Platform,THQ,0.0,,,0.35
15150,Resident Evil: Umbrella Corps,PS4,2016.0,Action,Capcom,0.02,,,0.02
650,ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,0.0,82.0,16.0,2.41
7836,Puyo Puyo Sun 64,N64,1997.0,Puzzle,Compile,0.16,,,0.19
13964,Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.0,81.0,35.0,0.04
15587,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010.0,Misc,Karin Entertainment,0.02,,,0.02
6590,Madden NFL 08,DS,2007.0,Sports,Electronic Arts,0.0,71.0,11.0,0.25
11205,Spider-Man: Edge of Time,Wii,2011.0,Action,Activision,0.0,62.0,9.0,0.09
14208,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009.0,Adventure,Tecmo Koei,0.03,,,0.03
15065,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008.0,Misc,D3Publisher,0.02,,,0.02
3609,Middle-Earth: Shadow of Mordor,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.01,,,0.56
8538,Murdered: Soul Suspect,XOne,2014.0,Action,Square Enix,0.0,51.0,17.0,0.16
6416,ESPN NBA Basketball,XB,2003.0,Sports,Sega,0.0,87.0,18.0,0.27
12041,Tecmo's Deception,PS,1996.0,Role-Playing,Sunsoft,0.0,,,0.07
14521,Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008.0,Adventure,Idea Factory,0.03,,,0.03
6223,Pokemon Box: Ruby & Sapphire,GC,2003.0,Misc,Nintendo,0.27,,,0.28
8954,SpongeBob's Boating Bash,DS,2010.0,Misc,THQ,0.0,,,0.15
8882,Curious George,GC,2006.0,Action,Namco Bandai Games,0.0,,,0.15
5504,Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,Tecmo Koei,0.0,84.0,42.0,0.33
2653,Avatar: The Game,X360,2009.0,Action,Ubisoft,0.0,,,0.77
10714,The BIGS 2,PSP,2009.0,Sports,Take-Two Interactive,0.0,67.0,5.0,0.1
15184,ScrapLand,XB,2005.0,Action,Deep Silver,0.0,73.0,20.0,0.02
8692,He-Man: Power of Grayskull,GBA,2002.0,Action,TDK Mediactive,0.0,50.0,8.0,0.16
10293,Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,0.0,44.0,31.0,0.11
16393,ef - a fairy tale of the two.,PS2,2010.0,Adventure,Comfort,0.01,,,0.01
5022,Hunter: The Reckoning,XB,2002.0,Action,Interplay,0.0,79.0,28.0,0.38
6469,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,0.09,63.0,22.0,0.26
16111,Winter Sports 3: The Great Tournament,X360,2010.0,Sports,Tradewest,0.0,,,0.01
5529,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007.0,Action,Tecmo Koei,0.33,,,0.33
16338,Marvel: Ultimate Alliance,PC,2006.0,Role-Playing,Activision,0.0,82.0,22.0,0.01
8943,Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,0.0,,,0.15
9665,Charm Girls Club: My Fashion Mall,DS,,Simulation,Unknown,0.0,,,0.12
13473,Microsoft Train Simulator,PC,2001.0,Simulation,Microsoft Game Studios,0.0,84.0,16.0,0.05
7790,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,Action,Ubisoft,0.0,56.0,10.0,0.19
9200,Dino Crisis 3,XB,2003.0,Action,Capcom,0.03,51.0,28.0,0.14
3756,NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,0.0,78.0,19.0,0.53
4568,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.0,,,0.42
11887,Kengo: Legend of The 9,X360,2006.0,Fighting,Majesco Entertainment,0.0,38.0,18.0,0.07
2303,The Elder Scrolls Online,PC,2014.0,Role-Playing,Bethesda Softworks,0.0,71.0,64.0,0.9
2460,ATV Quad Power Racing 2,PS2,2003.0,Racing,Acclaim Entertainment,0.0,68.0,19.0,0.84
5688,Crash of the Titans,X360,2007.0,Action,Vivendi Games,0.0,65.0,25.0,0.32
710,Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,Capcom,1.06,84.0,31.0,2.25
12169,Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,Kadokawa Shoten,0.07,,,0.07
16088,Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.0,,,0.01
8593,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006.0,Misc,TDK Core,0.16,,,0.16
7380,Front Mission 5: Scars of the War,PS2,2005.0,Strategy,Square Enix,0.21,,,0.21
4535,Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.0,92.0,13.0,0.43
14942,Agatha Christie's The ABC Murders,PS4,2016.0,Adventure,Microids,0.0,67.0,17.0,0.03
8564,WRC 2: FIA World Rally Championship,PS3,2011.0,Racing,Ubisoft,0.0,,,0.16
9321,Back At The Barnyard: Slop Bucket Games,DS,2008.0,Sports,THQ,0.0,49.0,4.0,0.13
9419,Winning Post 5,PS2,2001.0,Sports,Tecmo Koei,0.13,,,0.13
3610,Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,Codemasters,0.0,59.0,14.0,0.56
10187,Pac-Man World 2,GBA,2005.0,Action,Zoo Digital Publishing,0.0,,,0.11
11599,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010.0,Misc,Disney Interactive Studios,0.08,,,0.08
2333,Killzone: Liberation,PSP,2006.0,Shooter,Sony Computer Entertainment,0.0,77.0,56.0,0.89
6002,Supercross 2000,N64,1999.0,Racing,Electronic Arts,0.0,,,0.29
11273,Ephemeral Fantasia,PS2,2000.0,Role-Playing,Konami Digital Entertainment,0.0,48.0,16.0,0.08
9400,Injustice: Gods Among Us,PSV,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.0,,,0.13
9510,Borderlands: Double Game Add-On Pack,X360,2010.0,Shooter,Take-Two Interactive,0.0,,,0.13
6552,Bionicle: Matoran Adventures,GBA,2002.0,Platform,Electronic Arts,0.0,,,0.26
15992,Wand of Fortune R,PSV,2016.0,Adventure,Idea Factory,0.02,,,0.02
14458,Renai Revenge,PSV,2015.0,Adventure,TGL,0.03,,,0.03
13804,Deadly Arts,N64,1998.0,Fighting,Konami Digital Entertainment,0.0,,,0.04
13441,Brave Story: New Traveller (jp sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.05,,,0.05
4302,NHL 2005,PS2,2004.0,Sports,Electronic Arts,0.0,75.0,21.0,0.45
7438,Shrek: Reekin' Havoc,GBA,2003.0,Platform,TDK Mediactive,0.0,57.0,11.0,0.21
11324,Zoids: Legacy,GBA,2003.0,Role-Playing,Tomy Corporation,0.0,,,0.08
3615,NCAA Football 07,XB,2006.0,Sports,Electronic Arts,0.0,88.0,20.0,0.56
4616,How to Train Your Dragon,Wii,2010.0,Action,Activision,0.0,59.0,11.0,0.42
4481,Borderlands: The Handsome Collection,XOne,2015.0,Shooter,Take-Two Interactive,0.0,80.0,11.0,0.43
4785,The Incredibles: Rise of the Underminer,GBA,2005.0,Action,THQ,0.0,,,0.4
11494,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.0,62.0,9.0,0.08
240,Pitfall!,2600,1981.0,Platform,Activision,0.0,,,4.5
16014,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010.0,Adventure,Idea Factory,0.02,,,0.02
698,Mario Bros.,NES,1983.0,Platform,Nintendo,1.63,,,2.28
7249,Growlanser: Heritage of War,PS2,2006.0,Role-Playing,Rising Star Games,0.0,60.0,7.0,0.22
8334,Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008.0,Misc,Disney Interactive Studios,0.0,,,0.17
4588,Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,Ubisoft,0.0,60.0,21.0,0.42
5952,MySims SkyHeroes,Wii,2010.0,Action,Electronic Arts,0.0,67.0,9.0,0.29
14738,Onechanbara Z Kagura,X360,2012.0,Action,D3Publisher,0.03,,,0.03
4120,Fortune Street,Wii,2011.0,Misc,Nintendo,0.17,68.0,42.0,0.48
14947,A Ressha de Gyoukou 2001,PS2,2001.0,Simulation,ArtDink,0.03,,,0.03
11699,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008.0,Fighting,Takara Tomy,0.08,,,0.08
3287,Dora the Explorer: Super Spies,GBA,2004.0,Platform,Gotham Games,0.0,,,0.61
11956,Jimmie Johnson's Anything With an Engine,Wii,2011.0,Racing,Konami Digital Entertainment,0.0,,,0.07
3189,Dogz,GBA,2004.0,Simulation,Ubisoft,0.0,,,0.63
899,Red Faction,PS2,2001.0,Shooter,THQ,0.0,88.0,25.0,1.92
15964,LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,Activision,0.0,86.0,20.0,0.02
8444,Pac-Man World 3,DS,2005.0,Platform,Namco Bandai Games,0.0,44.0,8.0,0.17
14487,Mother Goose no Himitsu no Yakata,PSP,2011.0,Adventure,Quinrose,0.03,,,0.03
1839,Fight Night Champion,PS3,2011.0,Fighting,Electronic Arts,0.0,84.0,52.0,1.11
718,Just Dance Kids,Wii,2010.0,Misc,Ubisoft,0.0,,,2.24
15596,Point Blank 3,PS,2000.0,Shooter,Namco Bandai Games,0.0,78.0,5.0,0.02
426,Baseball,NES,1983.0,Sports,Nintendo,2.35,,,3.2
892,Mortal Kombat II,SNES,1993.0,Fighting,Acclaim Entertainment,0.0,,,1.93
15436,Chicken Hunter,DS,2007.0,Shooter,Phoenix Games,0.0,39.0,5.0,0.02
911,Mario Super Sluggers,Wii,2008.0,Sports,Nintendo,0.29,69.0,31.0,1.89
5713,Sesame Street: Elmo's Letter Adventure,PS,1998.0,Misc,NewKidCo,0.0,,,0.31
806,Warcraft: Orcs & Humans,PC,1994.0,Strategy,Activision,0.0,,,2.08
4718,James Patterson Women's Murder Club: Games of Passion,DS,2009.0,Adventure,THQ,0.0,53.0,8.0,0.41
4852,Tales of Phantasia,SNES,1995.0,Role-Playing,Namco Bandai Games,0.4,,,0.4
8727,Tak: The Great Juju Challenge,GC,2005.0,Platform,THQ,0.0,75.0,17.0,0.15
13615,Jerry Rice and Nitus' Dog Football,Wii,2011.0,Sports,Tommo,0.0,,,0.04
14774,MechAssault: Phantom War,DS,2006.0,Simulation,Majesco Entertainment,0.0,66.0,16.0,0.03
7586,Odin Sphere: Leifthrasir,PS4,2016.0,Role-Playing,Nippon Ichi Software,0.07,87.0,49.0,0.2
6479,Ace Attorney Investigations 2,DS,2011.0,Adventure,Capcom,0.26,,,0.26
1680,SolarStriker,GB,1989.0,Shooter,Nintendo,0.36,,,1.2
13354,Frogger: Ancient Shadow,GC,2005.0,Platform,Konami Digital Entertainment,0.0,54.0,9.0,0.05
731,The Legend of Zelda: Link's Awakening DX,GB,1998.0,Adventure,Nintendo,0.45,,,2.22
6561,Rayman DS,DS,2005.0,Platform,Ubisoft,0.0,58.0,20.0,0.26
3417,Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.11,81.0,25.0,0.59
13464,Cocoto Kart Racer,DS,2004.0,Racing,Big Ben Interactive,0.0,,,0.05
9950,Reality Fighters,PSV,2012.0,Fighting,Sony Computer Entertainment,0.0,54.0,39.0,0.12
695,LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,LucasArts,0.0,80.0,18.0,2.29
6661,Animal Paradise,DS,2007.0,Simulation,Empire Interactive,0.0,49.0,7.0,0.25
9054,Diner Dash: Flo on the Go,DS,2009.0,Puzzle,Zoo Games,0.0,,,0.14
13039,Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,Focus Home Interactive,0.0,,,0.05
12190,Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,0.07,,,0.07
5216,ESPN NFL Football,XB,2003.0,Sports,Sega,0.0,91.0,25.0,0.36
6750,TV Superstars,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,56.0,17.0,0.25
7230,Lethal Skies Elite Pilot: Team SW,PS2,2001.0,Simulation,Sammy Corporation,0.0,59.0,16.0,0.22
4695,Nicktoons: Unite!,PS2,2005.0,Adventure,THQ,0.0,,,0.41
10704,Big League Sports,Wii,2008.0,Sports,Activision,0.0,,,0.1
12143,My Dress-Up,DS,2008.0,Misc,Oxygen Interactive,0.0,,,0.07
6615,Spy Kids Challenger,GBA,2002.0,Platform,Disney Interactive Studios,0.0,,,0.25
8133,Atari Anniversary Edition Redux,PS,2000.0,Misc,Infogrames,0.0,72.0,5.0,0.18
13488,Fantastic Four: Rise of the Silver Surfer,Wii,2007.0,Action,Take-Two Interactive,0.0,39.0,16.0,0.05
14716,Braid,PC,2009.0,Platform,Number None,0.0,90.0,11.0,0.03
8312,MotoGP 10/11,PS3,2011.0,Racing,Capcom,0.0,68.0,32.0,0.17
9394,Superman: The Man of Steel,XB,2002.0,Action,Atari,0.0,44.0,19.0,0.13
820,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005.0,Role-Playing,Nintendo,0.74,,,2.06
5546,Buzz! The Ultimate Music Quiz,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,,,0.33
10701,Lucky * Star: Ryouou Gakuen Outousai,PS2,2008.0,Adventure,Kadokawa Shoten,0.1,,,0.1
9696,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014.0,Misc,Namco Bandai Games,0.12,,,0.12
2884,Tactics Ogre: Let Us Cling Together,SNES,1995.0,Role-Playing,Quest,0.71,,,0.71
4494,Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,74.0,25.0,0.43
113,Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,0.08,82.0,39.0,6.9
6829,Total War: Attila,PC,2015.0,Strategy,Sega,0.0,80.0,66.0,0.24
4187,Dead Space Extraction,Wii,2009.0,Shooter,Electronic Arts,0.01,82.0,76.0,0.47
4601,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,Disney Interactive Studios,0.0,61.0,5.0,0.42
10667,Tom Clancy's Classic Trilogy,XB,2004.0,Shooter,Ubisoft,0.0,,,0.1
3389,NFL Blitz 2001,PS,2000.0,Sports,Midway Games,0.0,70.0,6.0,0.59
10206,Batman & Robin,PS,1998.0,Action,Acclaim Entertainment,0.0,,,0.11
10533,America's Next Top Model,DS,2008.0,Action,Eidos Interactive,0.0,,,0.1
7995,Close Combat: First to Fight,XB,2005.0,Shooter,Take-Two Interactive,0.0,69.0,46.0,0.18
10534,Blitz: The League II,X360,2008.0,Sports,Midway Games,0.0,68.0,34.0,0.1
11643,Zoo Tycoon (2013),X360,2013.0,Simulation,Microsoft Game Studios,0.0,,,0.08
4955,Red Faction: Armageddon,X360,2011.0,Shooter,THQ,0.01,71.0,74.0,0.39
3251,Bolt,DS,2008.0,Adventure,Disney Interactive Studios,0.0,,,0.62
3805,The Warriors,PS2,2005.0,Action,Take-Two Interactive,0.0,84.0,52.0,0.53
13008,Fate/Unlimited Codes Portable,PSP,2009.0,Fighting,Capcom,0.05,,,0.05
3142,James Bond 007: Everything or Nothing,XB,2004.0,Shooter,Electronic Arts,0.0,83.0,51.0,0.64
2243,007: The World is not Enough,PS,2000.0,Action,Electronic Arts,0.0,61.0,11.0,0.92
10820,Lego Star Wars: The Force Awakens,PSV,2016.0,Action,Warner Bros. Interactive Entertainment,0.01,,,0.1
774,Call of Duty: Roads to Victory,PSP,2007.0,Shooter,Activision,0.0,64.0,45.0,2.13
15545,Steins;Gate: Hiyoku Renri no Darling,PS3,2012.0,Adventure,5pb,0.02,,,0.02
2834,Tiger Woods PGA Tour 07,PS2,2006.0,Sports,Electronic Arts,0.0,79.0,33.0,0.72
5776,Lord of the Rings: Battle for Middle-Earth,X360,2006.0,Strategy,Electronic Arts,0.0,,,0.31
3324,Monster Trucks,GBA,2004.0,Racing,Majesco Entertainment,0.0,,,0.6
4282,Enter the Matrix,GC,2003.0,Action,Atari,0.02,63.0,23.0,0.45
10131,BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.03,82.0,14.0,0.11
