carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
17516,bmw, M3,2017,Semi-Auto,30573,Petrol,300.0,34.0,3.0,37572
13226,vw, Tiguan Allspace,2019,Semi-Auto,3500,Diesel,145.0,38.7,2.0,33290
18123,vw, Scirocco,2017,Semi-Auto,28349,Petrol,145.0,44.1,2.0,14990
19596,bmw, Z4,2019,Semi-Auto,8004,Petrol,145.0,37.2,2.0,34980
19111,merc, CLS Class,2019,Semi-Auto,164,Petrol,145.0,31.4,2.0,45799
18164,skoda, Scala,2019,Manual,1274,Petrol,145.0,50.4,1.0,14798
17259,audi, A7,2014,Automatic,58732,Diesel,235.0,44.8,3.0,19975
13754,ford, Grand C-MAX,2015,Manual,54764,Diesel,30.0,64.2,1.5,9000
16668,ford, Puma,2019,Manual,3000,Hybrid,150.0,50.4,0.0,23999
15284,merc, S Class,2019,Semi-Auto,7283,Diesel,145.0,48.7,3.0,57000
18133,hyundi, I40,2016,Manual,36084,Diesel,30.0,65.7,1.7,10491
14406,ford, Grand C-MAX,2011,Manual,92785,Petrol,200.0,40.9,1.6,5000
14267,merc, S Class,2019,Automatic,618,Diesel,145.0,52.3,3.0,63999
19383,ford, Grand C-MAX,2017,Manual,24088,Diesel,145.0,64.2,1.5,10290
17083,ford, Galaxy,2017,Manual,25870,Diesel,125.0,56.5,2.0,17298
19166,bmw, M3,2009,Manual,65000,Petrol,580.0,21.9,4.0,16950
18176,merc, V Class,2019,Automatic,999,Diesel,145.0,36.7,2.0,46499
13598,merc, CLA Class,2020,Automatic,3600,Petrol,145.0,33.2,2.0,54900
18424,vw, Arteon,2018,Semi-Auto,20810,Petrol,145.0,47.1,2.0,19998
16671,bmw, 7 Series,2006,Automatic,81000,Diesel,325.0,34.4,3.0,4995
14462,vauxhall, Combo Life,2019,Automatic,10000,Diesel,145.0,50.4,1.5,17999
13250,vw, Caravelle,2019,Automatic,8997,Diesel,145.0,33.6,2.0,43999
14196,merc, CLS Class,2018,Semi-Auto,18559,Diesel,145.0,48.7,2.9,33000
15981,audi, A8,2018,Semi-Auto,2146,Diesel,150.0,50.4,3.0,36950
12746,vw, California,2019,Automatic,7486,Diesel,260.0,33.2,2.0,57991
15083,toyota, Avensis,2017,Automatic,14824,Petrol,145.0,46.3,1.8,13295
13346,merc, V Class,2016,Automatic,48000,Diesel,235.0,44.8,2.2,30449
15282,merc, M Class,2015,Semi-Auto,47808,Diesel,300.0,39.2,3.0,19995
16532,vauxhall, GTC,2016,Manual,24000,Petrol,160.0,47.1,1.4,7280
15626,vw, Scirocco,2016,Manual,39081,Diesel,20.0,55.4,2.0,13340
13831,merc, GL Class,2015,Manual,29053,Diesel,20.0,64.2,2.1,14999
17383,merc, S Class,2017,Semi-Auto,13763,Diesel,160.0,50.4,3.0,31055
15214,ford, KA,2013,Manual,44846,Petrol,30.0,57.7,1.2,3500
12982,merc, M Class,2011,Automatic,69000,Diesel,555.0,32.5,3.0,10990
13808,vw, Arteon,2019,Automatic,4250,Diesel,145.0,50.4,2.0,26995
19204,vw, Arteon,2019,Semi-Auto,4989,Diesel,145.0,50.4,2.0,24995
16180,merc, CLA Class,2019,Automatic,10193,Diesel,145.0,51.4,2.1,25440
15396,merc, GLS Class,2018,Automatic,10405,Diesel,145.0,37.2,3.0,43990
17293,audi, SQ7,2017,Automatic,42000,Diesel,300.0,39.2,4.0,47990
17748,bmw, X7,2020,Semi-Auto,5087,Diesel,145.0,33.6,3.0,69990
12490,ford, Grand C-MAX,2016,Manual,19000,Petrol,30.0,54.3,1.0,11995
16847,ford, Edge,2018,Automatic,13726,Diesel,145.0,37.2,2.0,28495
12529,skoda, Yeti,2016,Automatic,21000,Petrol,125.0,51.4,1.2,10995
13682,merc, CLS Class,2019,Automatic,2611,Diesel,145.0,48.7,2.9,38444
15950,ford, Galaxy,2016,Semi-Auto,27902,Diesel,145.0,52.3,2.0,17920
14331,toyota, Prius,2017,Automatic,68812,Hybrid,0.0,94.1,1.8,15698
19014,ford, Grand Tourneo Connect,2018,Automatic,9486,Diesel,145.0,56.6,1.5,15990
19336,merc, CLS Class,2019,Semi-Auto,4001,Diesel,145.0,47.9,2.9,40998
12526,merc, CLA Class,2014,Manual,82580,Diesel,30.0,64.2,1.8,12795
17905,hyundi, IX20,2016,Manual,27696,Petrol,125.0,50.4,1.4,7194
14594,merc, SLK,2013,Automatic,43739,Diesel,145.0,56.5,2.1,10499
19242,audi, RS4,2019,Semi-Auto,4761,Petrol,145.0,29.1,2.9,56991
13891,hyundi, I800,2018,Manual,37485,Diesel,145.0,28.0,2.5,15498
12783,vauxhall, Combo Life,2019,Manual,9726,Diesel,145.0,53.3,1.5,13798
13526,bmw, M3,2017,Semi-Auto,14894,Petrol,300.0,34.0,3.0,38000
16213,ford, Grand C-MAX,2017,Manual,15077,Diesel,30.0,64.2,1.5,12500
16605,bmw, 7 Series,2019,Semi-Auto,4279,Diesel,145.0,41.5,3.0,51990
15451,bmw, X6,2013,Semi-Auto,71522,Diesel,300.0,38.2,3.0,15380
17357,bmw, X7,2019,Semi-Auto,5665,Diesel,145.0,31.4,3.0,71000
12992,hyundi, IX20,2017,Manual,11567,Petrol,145.0,50.4,1.4,9500
18102,bmw, M4,2019,Semi-Auto,125,Petrol,145.0,32.5,3.0,48500
12296,vauxhall, GTC,2015,Manual,62700,Diesel,125.0,60.1,2.0,6645
14778,bmw, M5,2019,Automatic,6568,Petrol,145.0,24.1,4.4,70000
12709,bmw, M4,2017,Semi-Auto,17834,Petrol,145.0,34.0,3.0,33650
14822,ford, Mustang,2018,Automatic,9268,Petrol,145.0,23.5,5.0,30927
19075,toyota, PROACE VERSO,2019,Automatic,10,Diesel,145.0,38.7,2.0,27998
13637,ford, Galaxy,2017,Manual,28492,Diesel,145.0,56.5,2.0,19289
13921,vauxhall, GTC,2015,Manual,32300,Diesel,125.0,60.1,2.0,8499
14959,skoda, Scala,2019,Manual,100,Diesel,145.0,57.7,1.6,16295
15831,audi, A8,2014,Semi-Auto,24786,Diesel,205.0,47.9,3.0,18998
12654,toyota, Prius,2019,Automatic,8000,Hybrid,135.0,62.8,1.8,25650
17144,skoda, Yeti,2016,Semi-Auto,29089,Petrol,125.0,51.4,1.2,11995
19305,vw, Shuttle,2018,Manual,25029,Diesel,145.0,47.1,2.0,19998
13603,toyota, Hilux,2017,Automatic,20758,Diesel,260.0,36.2,2.4,19350
17438,audi, A8,2018,Automatic,3000,Diesel,145.0,50.4,3.0,39500
19302,audi, A7,2019,Automatic,15302,Diesel,145.0,47.1,2.0,31720
18728,vauxhall, Combo Life,2018,Manual,20964,Diesel,145.0,53.3,1.5,13495
15397,toyota, Supra,2019,Semi-Auto,1902,Petrol,145.0,34.5,3.0,51995
17305,ford, Tourneo Custom,2017,Manual,39250,Diesel,145.0,44.8,2.0,19490
18908,merc, M Class,2010,Automatic,106800,Diesel,555.0,31.0,3.0,9995
12659,vw, California,2019,Automatic,10288,Diesel,260.0,33.2,2.0,57991
19263,merc, V Class,2018,Manual,24164,Diesel,145.0,46.3,2.1,19498
13003,ford, KA,2013,Manual,65000,Petrol,30.0,57.7,1.2,3695
15122,audi, A8,2019,Automatic,2117,Diesel,145.0,40.4,3.0,41606
18136,bmw, X4,2018,Semi-Auto,5000,Diesel,145.0,40.4,3.0,36000
19276,hyundi, Santa Fe,2019,Semi-Auto,5931,Diesel,145.0,39.2,2.2,34000
16289,toyota, Prius,2019,Automatic,7620,Hybrid,135.0,64.2,1.8,22300
13386,ford, Grand C-MAX,2016,Manual,54727,Diesel,30.0,64.2,1.5,8599
18986,hyundi, Santa Fe,2017,Manual,7493,Diesel,200.0,47.1,2.2,19691
12258,hyundi, IX35,2015,Manual,46573,Diesel,145.0,53.3,1.7,8420
19467,toyota, Avensis,2016,Manual,40149,Diesel,20.0,67.3,1.6,7899
17032,merc, CLS Class,2016,Semi-Auto,23629,Diesel,145.0,56.5,2.1,20699
18775,vauxhall, Zafira Tourer,2017,Manual,29221,Petrol,145.0,41.5,1.4,11499
13757,merc, S Class,2018,Automatic,2001,Petrol,145.0,40.9,3.0,53000
16300,skoda, Scala,2019,Automatic,200,Petrol,145.0,45.6,1.5,16980
17075,toyota, Hilux,2017,Manual,53830,Diesel,260.0,40.4,2.4,18995
17263,ford, Grand C-MAX,2017,Automatic,18415,Diesel,30.0,58.9,1.5,10999
16519,audi, A7,2014,Semi-Auto,44247,Diesel,235.0,44.8,3.0,17999
12357,skoda, Yeti,2016,Semi-Auto,23858,Petrol,125.0,51.4,1.2,10999
12259,bmw, X4,2019,Automatic,3170,Petrol,145.0,26.9,3.0,40000
13960,vw, Beetle,2009,Manual,69000,Petrol,265.0,36.2,1.6,5990
12968,merc, CLS Class,2017,Automatic,32977,Diesel,145.0,51.4,3.0,21900
15036,bmw, 8 Series,2019,Semi-Auto,1897,Diesel,145.0,39.8,3.0,64103
17604,merc, X-CLASS,2018,Automatic,21000,Diesel,260.0,35.8,2.3,27995
15268,vw, Arteon,2019,Automatic,4867,Petrol,145.0,32.8,2.0,26880
19586,ford, Puma,2020,Manual,910,Petrol,145.0,50.4,1.0,20991
12149,hyundi, IX20,2017,Automatic,4076,Petrol,145.0,43.5,1.6,11199
14150,ford, KA,2014,Manual,22609,Petrol,30.0,57.7,1.2,4898
15544,toyota, Prius,2013,Automatic,52217,Hybrid,0.0,134.5,1.8,13522
12829,merc, GL Class,2015,Automatic,21210,Diesel,125.0,56.5,2.1,18199
12082,bmw, 6 Series,2016,Automatic,37868,Diesel,160.0,51.4,3.0,18737
18662,bmw, M3,2005,Manual,115000,Petrol,315.0,20.8,3.2,10999
12778,vw, Arteon,2019,Automatic,9956,Petrol,145.0,47.1,2.0,26690
16445,toyota, GT86,2019,Manual,1557,Petrol,150.0,33.2,2.0,23995
16512,bmw, i3,2017,Automatic,28169,Hybrid,0.0,470.8,0.0,23751
13940,hyundi, I40,2019,Manual,3472,Diesel,145.0,54.3,1.6,16000
12628,hyundi, IX20,2017,Manual,20634,Petrol,125.0,50.4,1.4,9795
16633,skoda, Kamiq,2019,Semi-Auto,2197,Petrol,145.0,44.1,1.5,19250
19047,merc, GL Class,2016,Automatic,54761,Diesel,125.0,56.6,2.1,15750
18252,toyota, Verso,2017,Semi-Auto,20450,Petrol,205.0,42.8,1.8,13498
19473,vw, Amarok,2018,Automatic,45325,Diesel,260.0,36.2,3.0,25490
16325,vw, CC,2015,Manual,68345,Diesel,30.0,62.8,2.0,9000
17493,vw, Scirocco,2016,Manual,28000,Petrol,150.0,47.1,2.0,13993
12289,audi, RS6,2017,Semi-Auto,13051,Petrol,150.0,29.4,4.0,56950
15638,toyota, Land Cruiser,2008,Automatic,174419,Diesel,565.0,31.4,3.0,6950
15404,hyundi, Santa Fe,2019,Automatic,6813,Diesel,145.0,39.2,2.2,33950
12793,ford, Galaxy,2019,Manual,16448,Diesel,145.0,55.4,2.0,24999
13233,bmw, Z4,2019,Semi-Auto,8810,Petrol,145.0,37.2,2.0,33990
19175,toyota, Prius,2015,Automatic,16100,Hybrid,10.0,64.2,1.8,23300
18819,vw, Arteon,2019,Automatic,2917,Diesel,145.0,44.1,2.0,30990
16537,hyundi, IX20,2017,Automatic,18250,Petrol,160.0,43.5,1.6,9500
12561,merc, V Class,2019,Automatic,2020,Diesel,145.0,36.2,2.0,45394
12548,hyundi, Santa Fe,2017,Automatic,20599,Diesel,150.0,42.8,2.2,18999
14222,audi, A7,2019,Semi-Auto,5724,Diesel,145.0,48.7,2.0,30950
17392,skoda, Scala,2019,Automatic,3200,Petrol,145.0,47.1,1.0,17995
17679,hyundi, IX35,2015,Manual,59629,Diesel,150.0,53.3,1.7,8495
13211,vw, Scirocco,2017,Manual,45193,Diesel,150.0,55.4,2.0,14000
14757,vw, Arteon,2019,Semi-Auto,6987,Petrol,145.0,47.1,2.0,27491
14152,vw, Scirocco,2016,Semi-Auto,9740,Diesel,30.0,57.6,2.0,15500
17155,vw, CC,2016,Manual,74194,Diesel,125.0,55.4,2.0,10000
19599,ford, KA,2016,Manual,13728,Petrol,30.0,57.7,1.2,6190
15639,vw, CC,2016,Manual,25501,Diesel,30.0,62.8,2.0,12440
19097,skoda, Yeti,2014,Manual,69815,Diesel,30.0,61.4,1.6,5998
14819,skoda, Rapid,2017,Manual,31640,Petrol,150.0,61.4,1.0,9495
16536,merc, CLK,2003,Automatic,105000,Diesel,230.0,39.2,2.7,3376
14019,vw, Caravelle,2019,Automatic,11441,Diesel,145.0,33.6,2.0,33495
16707,hyundi, IX20,2016,Manual,18562,Petrol,125.0,50.4,1.4,7998
14533,merc, CLS Class,2016,Automatic,46068,Diesel,145.0,56.5,2.1,21245
13574,skoda, Rapid,2017,Manual,15396,Petrol,145.0,57.7,1.2,8406
18481,ford, Edge,2017,Manual,53204,Diesel,160.0,48.7,2.0,16325
16729,bmw, 7 Series,2013,Automatic,81035,Diesel,160.0,50.4,3.0,13950
16022,ford, Grand Tourneo Connect,2018,Manual,18232,Diesel,145.0,64.2,1.5,14900
13482,vauxhall, Combo Life,2019,Manual,4,Petrol,145.0,42.2,1.2,13495
15249,vw, Scirocco,2015,Automatic,47313,Diesel,30.0,57.6,2.0,12500
17514,bmw, 6 Series,2019,Automatic,3693,Diesel,145.0,47.9,3.0,35988
14456,ford, Edge,2016,Manual,13778,Diesel,200.0,47.9,2.0,21750
14298,merc, M Class,2009,Automatic,86000,Diesel,555.0,30.4,3.0,8995
19311,bmw, X4,2019,Semi-Auto,7272,Diesel,150.0,42.8,2.0,33998
13336,audi, Q8,2019,Automatic,4968,Diesel,145.0,33.6,3.0,50576
16329,vw, Scirocco,2016,Semi-Auto,31269,Diesel,30.0,62.8,2.0,15991
18421,ford, Mustang,2020,Automatic,2450,Petrol,145.0,22.1,5.0,37990
13266,ford, Galaxy,2016,Manual,17766,Diesel,125.0,56.5,2.0,18107
15738,merc, SLK,2014,Automatic,43955,Petrol,205.0,43.5,1.8,15990
12076,ford, Edge,2019,Automatic,10,Diesel,145.0,37.2,2.0,30990
15929,merc, CLS Class,2016,Automatic,32232,Diesel,160.0,51.4,3.0,22480
15622,merc, S Class,2015,Semi-Auto,14158,Diesel,200.0,47.9,3.0,27998
18508,ford, KA,2012,Manual,57500,Petrol,30.0,57.7,1.2,4500
16645,vw, Scirocco,2015,Manual,46000,Diesel,30.0,53.3,2.0,12995
14221,vw, Jetta,2015,Manual,28120,Diesel,20.0,70.6,2.0,9690
19457,merc, GL Class,2016,Automatic,29834,Diesel,30.0,64.2,2.1,16917
12796,vw, Scirocco,2014,Manual,44034,Diesel,30.0,62.8,2.0,10399
13876,ford, Grand C-MAX,2016,Manual,37021,Petrol,30.0,54.3,1.0,10730
12145,skoda, Scala,2019,Manual,4352,Petrol,145.0,49.6,1.0,15795
14932,bmw, 8 Series,2019,Semi-Auto,88,Petrol,145.0,24.4,4.4,88980
13064,merc, CLA Class,2020,Automatic,1000,Petrol,145.0,44.8,1.3,29498
12171,merc, V Class,2019,Automatic,2550,Diesel,145.0,36.7,2.0,47950
15501,vw, Tiguan Allspace,2018,Semi-Auto,7198,Diesel,150.0,47.9,2.0,25498
16548,bmw, M4,2020,Automatic,10,Petrol,150.0,34.0,3.0,49488
15693,skoda, Scala,2019,Semi-Auto,1500,Petrol,145.0,45.6,1.5,16990
12768,bmw, Z4,2016,Manual,25921,Petrol,205.0,41.5,2.0,15991
17366,ford, Mustang,2018,Manual,5572,Petrol,145.0,20.8,5.0,37500
13816,vauxhall, Combo Life,2019,Manual,7821,Diesel,145.0,53.3,1.5,16990
17147,merc, S Class,2015,Automatic,20392,Diesel,200.0,48.7,3.0,30980
13707,toyota, GT86,2016,Semi-Auto,19460,Petrol,200.0,39.8,2.0,15995
19604,merc, CLK,2003,Automatic,185000,Petrol,330.0,17.8,4.3,3495
18751,merc, GL Class,2015,Automatic,41270,Diesel,20.0,62.8,2.1,15299
16817,merc, CLS Class,2016,Automatic,30422,Diesel,145.0,56.5,2.1,19999
16290,vauxhall, Vivaro,2017,Manual,33918,Diesel,160.0,50.4,1.6,14999
12209,skoda, Kamiq,2019,Manual,2300,Petrol,145.0,47.9,1.0,17169
16483,ford, Grand C-MAX,2017,Manual,62833,Diesel,30.0,64.2,1.5,8450
16266,skoda, Rapid,2014,Manual,47989,Petrol,125.0,52.3,1.2,6016
12156,hyundi, Santa Fe,2019,Semi-Auto,6982,Diesel,145.0,39.2,2.2,33949
17074,audi, A7,2018,Semi-Auto,17693,Diesel,145.0,52.3,3.0,29900
19148,hyundi, I40,2017,Manual,34328,Diesel,145.0,67.3,1.7,10465
12384,vw, Amarok,2016,Automatic,32990,Diesel,260.0,35.3,2.0,18850
18850,hyundi, IX20,2016,Manual,25018,Petrol,125.0,50.4,1.4,8498
16200,vauxhall, Antara,2008,Manual,99000,Diesel,300.0,37.7,2.0,2990
15338,audi, Q8,2019,Semi-Auto,3062,Diesel,145.0,33.6,3.0,49990
18564,merc, M Class,2008,Semi-Auto,96000,Diesel,565.0,28.8,3.0,6495
14549,vw, Scirocco,2015,Manual,63004,Diesel,20.0,55.4,2.0,10990
16752,bmw, 6 Series,2020,Semi-Auto,11,Petrol,145.0,42.8,2.0,33999
18015,hyundi, Santa Fe,2016,Semi-Auto,47077,Diesel,235.0,42.8,2.2,16495
14552,ford, KA,2010,Manual,33563,Petrol,30.0,55.4,1.2,3995
17983,vw, CC,2013,Manual,69811,Diesel,30.0,60.1,2.0,7345
13539,ford, Grand C-MAX,2016,Manual,6679,Petrol,30.0,54.3,1.0,11495
15189,bmw, X4,2019,Automatic,9151,Diesel,145.0,37.2,3.0,42982
15804,hyundi, IX20,2016,Manual,20760,Petrol,125.0,50.4,1.4,7998
17924,vw, Beetle,2017,Semi-Auto,9984,Petrol,150.0,55.4,1.2,14491
16676,ford, KA,2014,Manual,35824,Petrol,30.0,57.7,1.2,4560
15029,bmw, Z4,2006,Manual,114000,Petrol,260.0,37.7,2.0,3595
12927,skoda, Yeti,2016,Semi-Auto,33033,Petrol,125.0,51.4,1.2,12299
15841,vw, Caddy Maxi Life,2019,Semi-Auto,10000,Diesel,150.0,46.3,2.0,20950
18723,merc, X-CLASS,2019,Automatic,600,Diesel,260.0,31.4,3.0,32995
14184,bmw, i8,2014,Automatic,41237,Hybrid,0.0,134.5,1.5,43497
19630,merc, CLA Class,2016,Automatic,25726,Petrol,200.0,41.5,2.0,18700
16020,skoda, Rapid,2015,Manual,36550,Petrol,20.0,60.1,1.2,7995
17375,bmw, M2,2020,Semi-Auto,1501,Petrol,145.0,29.1,3.0,46000
16735,ford, Grand C-MAX,2017,Manual,20064,Petrol,30.0,54.3,1.0,11700
14667,vauxhall, Combo Life,2018,Manual,9526,Diesel,145.0,53.3,1.5,14500
16043,audi, A8,2018,Semi-Auto,11276,Diesel,145.0,48.7,3.0,41995
15408,vw, Amarok,2019,Automatic,3997,Diesel,260.0,33.6,3.0,31350
15065,ford, KA,2008,Manual,63000,Petrol,160.0,45.6,1.3,1795
16616,ford, Edge,2019,Semi-Auto,6482,Diesel,145.0,37.2,2.0,30500
16828,ford, Grand C-MAX,2016,Manual,29843,Diesel,30.0,64.2,1.5,9999
16665,vauxhall, Combo Life,2019,Manual,1700,Petrol,145.0,42.2,1.2,14995
13572,vw, Scirocco,2017,Automatic,18682,Diesel,145.0,57.6,2.0,15117
12721,bmw, X4,2019,Semi-Auto,7356,Diesel,145.0,40.9,3.0,38495
12714,audi, S4,2019,Automatic,6000,Diesel,145.0,39.2,3.0,42888
15751,merc, M Class,2011,Automatic,90000,Diesel,555.0,32.5,3.0,10750
15398,vw, Beetle,2016,Manual,38540,Diesel,30.0,61.4,2.0,10490
19552,hyundi, I40,2016,Manual,39703,Diesel,20.0,67.3,1.7,8270
12461,vw, Scirocco,2015,Manual,46027,Diesel,20.0,55.4,2.0,11498
19401,merc, GL Class,2018,Manual,24600,Petrol,145.0,48.7,1.6,17999
17079,vw, Shuttle,2018,Manual,25724,Diesel,145.0,47.1,2.0,19998
16882,toyota, Prius,2016,Automatic,11748,Hybrid,0.0,68.9,1.8,24500
19258,vauxhall, Combo Life,2018,Manual,9460,Diesel,145.0,53.3,1.5,13794
19313,bmw, Z4,2019,Automatic,2200,Petrol,145.0,37.2,2.0,31600
18654,merc, CLS Class,2016,Semi-Auto,28925,Diesel,125.0,57.7,2.1,19998
13120,vw, Scirocco,2015,Manual,33000,Diesel,20.0,55.4,2.0,12350
14626,merc, S Class,2011,Automatic,66000,Diesel,265.0,41.5,3.0,10950
19057,vw, Caddy Maxi Life,2019,Automatic,100,Diesel,145.0,46.3,2.0,21999
17051,skoda, Kamiq,2020,Automatic,10,Petrol,145.0,52.3,1.6,23490
13485,ford, Puma,2019,Manual,871,Petrol,145.0,50.4,1.0,23999
16594,skoda, Kamiq,2019,Manual,1510,Petrol,145.0,47.1,1.0,22503
18806,toyota, Prius,2013,Automatic,58852,Other,10.0,64.2,1.8,17995
15943,ford, Puma,2019,Manual,150,Petrol,150.0,50.4,1.0,21000
12348,merc, X-CLASS,2018,Automatic,3161,Diesel,260.0,31.4,3.0,39000
16781,bmw, M4,2016,Automatic,4550,Petrol,300.0,33.2,3.0,76990
19345,toyota, Prius,2013,Automatic,48597,Hybrid,0.0,68.9,1.8,16995
18758,toyota, Prius,2016,Automatic,41902,Hybrid,0.0,94.1,1.8,17519
17000,audi, RS4,2020,Semi-Auto,6000,Petrol,145.0,29.1,2.9,71990
16496,ford, Galaxy,2019,Manual,9188,Diesel,145.0,55.4,2.0,20800
12064,merc, S Class,2019,Semi-Auto,2500,Diesel,145.0,52.3,3.0,55649
16833,vw, Shuttle,2018,Manual,35193,Diesel,145.0,47.1,2.0,22999
14566,audi, RS5,2019,Automatic,2000,Petrol,145.0,30.1,2.9,53990
13387,merc, SLK,2015,Automatic,36860,Diesel,145.0,56.5,2.1,14995
15823,vauxhall, Combo Life,2020,Manual,346,Petrol,145.0,42.2,1.2,16390
16630,merc, M Class,2014,Semi-Auto,71657,Diesel,200.0,44.8,2.1,15998
14109,skoda, Scala,2020,Manual,1652,Diesel,145.0,57.7,1.6,16957
14568,hyundi, I40,2019,Manual,30,Diesel,145.0,54.3,1.6,16000
16316,bmw, X6,2020,Semi-Auto,9710,Diesel,145.0,34.9,3.0,55890
16006,audi, RS6,2015,Automatic,24987,Petrol,315.0,29.4,4.0,44950
15891,merc, V Class,2019,Automatic,3974,Diesel,145.0,45.6,2.2,38200
13679,vauxhall, Zafira Tourer,2017,Manual,8190,Petrol,205.0,42.2,1.4,12999
15696,merc, M Class,2015,Automatic,49355,Diesel,200.0,46.3,2.1,19940
19084,hyundi, IX35,2013,Manual,55472,Diesel,145.0,53.3,1.7,6999
12382,skoda, Rapid,2016,Manual,37412,Diesel,0.0,67.3,1.6,8995
12498,vauxhall, GTC,2017,Automatic,8596,Petrol,205.0,42.8,1.4,12298
14059,vauxhall, Zafira Tourer,2016,Manual,43320,Petrol,200.0,42.2,1.4,9350
17442,merc, S Class,2017,Semi-Auto,17814,Diesel,160.0,50.4,3.0,29990
17215,audi, RS5,2019,Automatic,16,Petrol,145.0,30.1,2.9,49750
19472,vw, CC,2016,Manual,25500,Diesel,30.0,62.8,2.0,13995
12682,hyundi, Santa Fe,2017,Semi-Auto,35406,Diesel,235.0,42.8,2.2,19770
14007,vw, Tiguan Allspace,2019,Semi-Auto,6008,Petrol,145.0,35.8,1.5,27990
16154,merc, V Class,2018,Manual,23075,Diesel,145.0,46.3,2.1,18450
12188,hyundi, Santa Fe,2019,Automatic,20,Diesel,145.0,39.8,2.2,32489
14118,merc, G Class,2018,Semi-Auto,19000,Petrol,145.0,21.4,4.0,135771
16503,toyota, Prius,2019,Automatic,6133,Hybrid,135.0,64.2,1.8,22750
18188,ford, KA,2014,Manual,41760,Petrol,30.0,57.7,1.2,4895
17485,skoda, Yeti,2015,Semi-Auto,21484,Petrol,125.0,51.4,1.2,11495
12092,vw, CC,2015,Manual,61119,Diesel,30.0,60.1,2.0,9301
15050,audi, RS3,2015,Semi-Auto,35395,Petrol,300.0,34.9,2.5,29250
12463,skoda, Rapid,2017,Manual,37188,Diesel,145.0,67.3,1.6,8872
18277,audi, RS5,2019,Automatic,9108,Petrol,145.0,29.7,2.9,55450
14671,vw, Scirocco,2016,Manual,22600,Diesel,30.0,53.3,2.0,15990
12184,hyundi, IX35,2013,Manual,25892,Diesel,145.0,48.7,1.7,8799
15606,hyundi, I40,2016,Manual,47613,Diesel,20.0,67.3,1.7,8490
17265,vw, Arteon,2019,Automatic,6500,Petrol,145.0,32.8,2.0,30000
17389,vw, Arteon,2019,Automatic,6600,Diesel,145.0,50.4,2.0,27371
18983,merc, M Class,2014,Semi-Auto,33271,Petrol,580.0,23.9,5.5,32995
14166,vauxhall, Combo Life,2018,Manual,17248,Diesel,145.0,53.3,1.5,13895
13298,merc, X-CLASS,2019,Automatic,500,Diesel,260.0,35.8,2.3,28945
14722,merc, SLK,2010,Manual,59147,Petrol,300.0,36.2,1.8,7495
19625,ford, Galaxy,2017,Manual,25745,Diesel,125.0,56.5,2.0,17495
15535,bmw, i3,2017,Automatic,10839,Hybrid,0.0,470.8,0.0,21898
17090,merc, S Class,2019,Automatic,12139,Diesel,145.0,52.3,2.9,52500
15143,vw, Tiguan Allspace,2019,Manual,94,Petrol,150.0,36.2,1.5,24998
19185,bmw, X4,2016,Automatic,43751,Diesel,145.0,54.3,2.0,19250
19612,toyota, Avensis,2015,Manual,69426,Diesel,30.0,61.4,2.0,8600
14720,ford, Mustang,2018,Manual,21632,Petrol,145.0,35.3,2.3,25000
16322,toyota, Prius,2008,Automatic,120000,Hybrid,10.0,65.7,1.5,4490
16013,vw, Scirocco,2016,Manual,50347,Diesel,20.0,55.4,2.0,12947
17657,toyota, Prius,2019,Automatic,9975,Hybrid,140.0,217.3,1.8,27999
19513,merc, GL Class,2017,Manual,22750,Diesel,30.0,64.2,2.1,17499
18580,hyundi, Santa Fe,2016,Manual,52265,Diesel,200.0,47.1,2.2,15299
17635,hyundi, IX35,2014,Manual,31000,Diesel,160.0,51.4,2.0,11000
14931,merc, GLS Class,2020,Semi-Auto,2596,Diesel,145.0,30.4,3.0,66990
16979,ford, Puma,2020,Manual,169,Petrol,145.0,50.4,1.0,21769
12051,vw, Arteon,2019,Automatic,7865,Diesel,145.0,50.4,2.0,28995
13709,merc, V Class,2018,Manual,21059,Diesel,145.0,46.3,2.1,19750
14044,toyota, Avensis,2016,Manual,7800,Diesel,30.0,62.8,2.0,11499
16720,bmw, Z4,2012,Manual,49289,Petrol,200.0,41.5,2.0,10199
17914,bmw, X6,2020,Semi-Auto,3291,Diesel,145.0,33.2,3.0,55995
15686,merc, CLS Class,2017,Semi-Auto,26941,Diesel,145.0,57.7,2.1,20000
12806,ford, Edge,2017,Manual,18968,Diesel,160.0,48.7,2.0,18950
16026,skoda, Scala,2020,Manual,5234,Petrol,145.0,49.6,1.0,16490
18189,skoda, Kamiq,2019,Manual,2385,Petrol,145.0,47.9,1.0,19895
15997,ford, Galaxy,2019,Semi-Auto,14872,Diesel,145.0,46.3,2.0,28000
15373,hyundi, IX20,2016,Manual,38756,Petrol,125.0,50.4,1.4,7240
12325,vw, Shuttle,2019,Semi-Auto,10074,Diesel,145.0,32.8,2.0,28000
17111,skoda, Roomster,2014,Manual,100470,Diesel,125.0,60.1,1.6,3650
16498,skoda, Scala,2019,Manual,1713,Diesel,145.0,57.7,1.6,18263
14185,skoda, Scala,2020,Automatic,2645,Diesel,145.0,54.3,1.6,22499
19546,ford, Grand C-MAX,2016,Manual,30691,Petrol,30.0,54.3,1.0,9660
17089,bmw, 6 Series,2017,Semi-Auto,20643,Diesel,145.0,51.4,3.0,27825
