ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
467711,Female,No,31,Yes,Artist,,Low,1.0,Cat_6,A
462380,Female,Yes,53,No,Artist,1.0,High,4.0,Cat_6,A
461149,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_3,D
464910,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_4,C
464586,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_3,B
459720,Male,No,25,No,Doctor,6.0,Low,1.0,Cat_6,D
460089,Female,Yes,65,Yes,Artist,13.0,Low,1.0,Cat_6,B
464856,Female,No,42,Yes,Engineer,8.0,Low,3.0,Cat_4,A
463100,Female,No,37,No,Homemaker,8.0,Low,1.0,Cat_6,D
463292,Male,Yes,36,No,Executive,1.0,High,3.0,Cat_6,B
465769,Male,No,25,Yes,Healthcare,9.0,Low,4.0,Cat_6,D
465542,Female,Yes,62,No,Doctor,,Average,5.0,Cat_3,A
467749,Male,No,19,No,Healthcare,1.0,Low,9.0,Cat_7,D
459956,Female,Yes,39,Yes,Healthcare,8.0,Average,2.0,Cat_6,D
459119,Male,Yes,61,Yes,Executive,9.0,High,3.0,Cat_6,C
467683,Male,Yes,26,Yes,Healthcare,9.0,High,3.0,Cat_2,D
466961,Female,Yes,55,Yes,Artist,2.0,Average,2.0,Cat_6,C
461566,Male,No,28,Yes,Artist,0.0,Low,4.0,Cat_7,C
459076,Male,Yes,69,No,Doctor,0.0,Average,2.0,Cat_6,C
464093,Female,No,25,No,Engineer,1.0,Low,,Cat_7,D
466385,Female,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_7,C
461597,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,B
459636,Male,No,30,Yes,Entertainment,14.0,Low,1.0,Cat_6,D
462750,Male,No,22,No,Healthcare,9.0,Low,8.0,Cat_6,D
459501,Female,Yes,62,Yes,Artist,4.0,Average,7.0,Cat_7,A
466051,Male,No,25,No,Executive,3.0,Low,1.0,Cat_4,A
463482,Male,No,41,No,Engineer,9.0,Low,7.0,Cat_4,C
467499,Male,Yes,40,Yes,Artist,,Low,3.0,Cat_6,C
463609,Male,Yes,30,No,Artist,0.0,Average,2.0,Cat_5,A
460925,Male,Yes,42,Yes,Artist,1.0,Average,3.0,Cat_6,C
459488,Male,Yes,47,No,Artist,,Average,4.0,Cat_6,A
461564,Male,Yes,63,Yes,Executive,1.0,High,2.0,Cat_6,C
466509,Male,Yes,56,No,Executive,1.0,Average,3.0,Cat_6,B
467166,Female,Yes,25,No,Homemaker,8.0,Average,2.0,Cat_6,D
465207,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_6,C
466384,Female,Yes,72,Yes,Engineer,0.0,High,2.0,Cat_4,B
461621,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,C
467125,Male,Yes,46,No,Entertainment,1.0,Average,4.0,Cat_3,C
462282,Male,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,D
462096,Female,No,43,Yes,Homemaker,,Low,1.0,Cat_4,A
463021,Male,Yes,72,No,Lawyer,0.0,High,2.0,,A
467256,Male,No,33,No,Healthcare,0.0,Low,4.0,Cat_2,B
464422,Male,No,59,No,Entertainment,,Low,1.0,Cat_3,A
466866,Male,Yes,27,No,Entertainment,14.0,Average,2.0,Cat_6,A
459469,Male,Yes,30,Yes,Healthcare,,Low,6.0,Cat_6,A
459652,Female,No,26,No,Engineer,,Low,4.0,Cat_4,A
461364,Female,No,46,No,Doctor,0.0,Low,2.0,Cat_6,B
461505,Female,Yes,39,No,Artist,0.0,High,3.0,Cat_6,B
464890,Female,No,33,No,Engineer,0.0,Low,7.0,Cat_4,A
467713,Female,Yes,38,No,Executive,,Average,4.0,Cat_4,A
465664,Female,Yes,84,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
462890,Female,No,25,Yes,Marketing,12.0,Low,1.0,Cat_6,D
463095,Female,Yes,37,Yes,Homemaker,,High,2.0,Cat_6,A
464266,Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,A
461235,Female,No,50,Yes,Healthcare,,Low,1.0,Cat_6,D
466614,Male,No,21,No,Healthcare,1.0,Low,6.0,Cat_5,D
464030,Male,No,18,No,Entertainment,1.0,Low,4.0,Cat_6,D
459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,D
462011,Male,Yes,29,No,Marketing,1.0,Low,4.0,Cat_4,D
466124,Female,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,B
463398,Male,No,29,No,Marketing,9.0,Low,4.0,Cat_3,C
460713,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,B
462355,Male,Yes,61,No,Entertainment,1.0,Low,,Cat_6,A
462408,Male,No,32,Yes,Artist,1.0,Low,2.0,Cat_6,A
459686,Male,Yes,52,Yes,Artist,1.0,Low,1.0,Cat_6,C
467490,Male,Yes,59,No,Executive,7.0,Average,5.0,Cat_6,B
462894,Male,Yes,43,Yes,Artist,2.0,Average,4.0,Cat_3,C
459118,Male,No,21,No,Healthcare,,Low,8.0,Cat_6,D
465826,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,D
460511,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_3,D
462172,Male,Yes,39,Yes,Doctor,0.0,Average,2.0,Cat_1,D
464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,D
461649,Female,Yes,51,Yes,Artist,3.0,Low,4.0,Cat_6,B
461591,Female,No,33,No,Engineer,1.0,Low,2.0,Cat_4,B
462711,Male,Yes,53,Yes,Artist,0.0,Average,5.0,Cat_6,C
467444,Female,Yes,40,Yes,Artist,,Low,2.0,Cat_6,D
463680,Female,No,39,No,Engineer,1.0,Low,3.0,Cat_3,A
459708,Female,No,39,Yes,Engineer,1.0,Low,1.0,Cat_6,A
464386,Male,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,B
463189,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_4,A
459049,Male,Yes,49,Yes,Executive,2.0,High,4.0,Cat_2,B
459221,Male,Yes,70,No,Entertainment,,Low,1.0,Cat_6,B
460260,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,D
464623,Male,Yes,35,Yes,Entertainment,9.0,High,2.0,Cat_2,A
465187,Female,Yes,39,No,Doctor,0.0,Average,4.0,Cat_4,C
461220,Female,No,26,No,Executive,8.0,Low,3.0,Cat_6,D
461199,Female,No,85,Yes,Homemaker,4.0,Low,1.0,Cat_6,D
459228,Female,Yes,52,Yes,Artist,0.0,Average,4.0,Cat_6,C
460681,Female,No,36,Yes,Homemaker,6.0,Low,1.0,Cat_3,B
466187,Female,Yes,56,Yes,Artist,4.0,Average,2.0,Cat_3,C
466015,Male,Yes,69,No,Entertainment,3.0,Low,8.0,Cat_6,A
459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6,A
465711,Male,Yes,51,Yes,Artist,0.0,Average,,Cat_6,C
464975,Male,Yes,65,Yes,Doctor,5.0,Low,,Cat_4,A
462698,Female,Yes,56,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
460162,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
467165,Female,No,25,No,Homemaker,,Low,1.0,Cat_6,D
461457,Female,Yes,32,No,Doctor,1.0,Low,5.0,Cat_6,A
462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,D
463137,Female,No,31,Yes,Homemaker,8.0,Low,1.0,Cat_6,D
463604,Male,No,23,No,Healthcare,2.0,Low,3.0,Cat_2,D
464515,Male,No,27,No,Healthcare,0.0,Low,4.0,Cat_6,D
464127,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_2,B
463082,Male,No,32,Yes,Healthcare,9.0,Low,5.0,Cat_6,D
459918,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,B
459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
464353,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,A
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
466275,Male,Yes,84,No,Lawyer,,Low,,Cat_6,D
466476,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,D
459850,Male,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,B
461671,Male,No,32,No,Healthcare,7.0,Low,5.0,Cat_6,D
459397,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,B
461324,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,C
462271,Male,Yes,45,Yes,Executive,2.0,Average,4.0,Cat_2,B
462675,Male,Yes,56,Yes,Artist,,Low,4.0,Cat_3,A
462300,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
465079,Male,Yes,75,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
466330,Male,No,29,No,Doctor,0.0,Low,3.0,Cat_3,C
459493,Male,No,26,No,Healthcare,0.0,Low,7.0,Cat_6,A
464862,Female,No,20,No,Engineer,8.0,Low,5.0,Cat_4,D
463970,Female,No,25,No,Healthcare,1.0,Low,5.0,Cat_4,B
464140,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,B
467850,Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_4,D
459845,Male,Yes,66,Yes,Healthcare,0.0,Low,1.0,Cat_4,D
462238,Male,Yes,60,No,Entertainment,,Low,2.0,Cat_3,A
460811,Female,Yes,52,No,Engineer,1.0,High,2.0,Cat_6,A
459776,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
461556,Female,Yes,49,Yes,Engineer,1.0,Average,2.0,Cat_6,A
463623,Male,No,33,Yes,Doctor,0.0,Low,3.0,Cat_6,C
463729,Female,No,32,No,Artist,,Low,5.0,Cat_1,B
466439,Male,Yes,61,No,Engineer,0.0,Low,4.0,Cat_6,D
462178,Female,Yes,73,Yes,Lawyer,7.0,Low,2.0,Cat_6,A
461844,Male,Yes,51,No,Artist,2.0,Average,4.0,Cat_7,C
461320,Female,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B
460267,Female,No,27,Yes,Healthcare,1.0,Low,9.0,Cat_6,C
459678,Male,No,21,No,Healthcare,0.0,Low,5.0,Cat_6,D
465701,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_4,B
461945,Female,Yes,87,Yes,Artist,0.0,Low,1.0,Cat_6,C
463949,Male,Yes,51,No,Executive,0.0,High,4.0,Cat_7,B
463133,Male,Yes,47,No,Artist,1.0,Average,4.0,Cat_6,C
466738,Female,No,27,Yes,Healthcare,0.0,Low,,Cat_6,D
467124,Male,Yes,57,No,,1.0,Average,2.0,Cat_4,B
462923,Male,Yes,33,No,Homemaker,9.0,Average,2.0,Cat_6,A
467592,Male,Yes,43,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
466735,Male,No,18,No,Healthcare,0.0,Low,,Cat_6,D
463122,Male,Yes,36,Yes,Executive,9.0,Average,3.0,Cat_6,B
460020,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,C
462062,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_7,D
465106,Male,Yes,53,Yes,Executive,1.0,High,2.0,Cat_6,C
467199,Male,No,37,Yes,Artist,7.0,Low,2.0,Cat_6,A
464125,Male,Yes,40,No,Doctor,0.0,Average,2.0,Cat_3,D
461005,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_3,D
463868,Male,Yes,51,No,Engineer,1.0,Average,7.0,Cat_4,B
459079,Male,Yes,84,Yes,Lawyer,,High,2.0,Cat_6,A
466982,Male,Yes,56,Yes,Artist,,Average,2.0,Cat_6,B
465808,Male,Yes,41,Yes,Artist,0.0,Average,3.0,Cat_3,D
462566,Female,Yes,27,No,Doctor,0.0,Low,,Cat_3,C
467830,Male,No,31,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
464995,Male,Yes,45,No,Executive,3.0,High,4.0,Cat_4,D
462844,Female,Yes,30,No,Engineer,0.0,Average,2.0,Cat_6,D
465193,Male,Yes,36,No,Engineer,,Average,,Cat_3,D
460284,Female,No,29,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
461898,Male,Yes,60,Yes,Executive,5.0,High,3.0,Cat_6,C
459270,Male,Yes,65,Yes,Homemaker,0.0,High,2.0,Cat_6,A
465778,Female,No,21,No,Healthcare,0.0,Low,,Cat_2,D
467527,Male,Yes,62,Yes,Artist,2.0,Average,4.0,Cat_6,B
459508,Female,No,23,No,Healthcare,,Low,3.0,Cat_6,D
462582,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_4,D
460295,Male,No,29,Yes,Artist,9.0,Low,3.0,Cat_6,A
465437,Male,Yes,48,Yes,Executive,2.0,High,5.0,Cat_6,C
464083,Male,Yes,65,No,Lawyer,0.0,High,2.0,Cat_6,C
467824,Male,Yes,70,Yes,Lawyer,3.0,Low,1.0,Cat_6,D
461240,Female,No,45,No,Marketing,1.0,Low,1.0,Cat_6,D
461942,Male,No,29,Yes,Healthcare,0.0,Low,6.0,Cat_6,D
464789,Female,Yes,48,Yes,Artist,0.0,Average,5.0,Cat_4,B
459599,Female,No,19,No,Healthcare,,Low,4.0,Cat_1,D
464638,Male,No,39,Yes,Artist,2.0,Low,3.0,Cat_4,B
464830,Male,,47,,Executive,1.0,Average,5.0,Cat_4,B
459556,Male,Yes,82,Yes,Lawyer,,Low,2.0,Cat_6,D
467017,Male,No,31,Yes,Engineer,,Low,4.0,Cat_2,A
463567,Male,Yes,40,Yes,Doctor,1.0,Average,2.0,Cat_6,B
462407,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,A
465237,Male,Yes,68,Yes,Lawyer,,High,2.0,Cat_6,D
464511,Male,Yes,52,Yes,Marketing,1.0,Low,3.0,Cat_3,D
466028,Male,Yes,50,Yes,Artist,4.0,Average,4.0,Cat_3,B
462820,Male,No,25,No,Entertainment,8.0,Low,9.0,Cat_6,C
465318,Male,No,21,No,Doctor,6.0,Low,6.0,Cat_7,C
461593,Female,Yes,37,Yes,Doctor,9.0,Average,2.0,Cat_6,C
466142,Female,Yes,29,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
463467,Female,No,23,No,Healthcare,0.0,Low,4.0,,D
465694,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_4,A
464209,Male,Yes,52,Yes,Executive,1.0,Average,4.0,Cat_2,C
461734,Female,Yes,81,No,,,High,2.0,Cat_6,B
459778,Male,Yes,48,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
465412,Male,No,32,Yes,Doctor,7.0,Low,4.0,Cat_6,D
464888,Male,Yes,37,No,Entertainment,0.0,Low,5.0,Cat_4,A
461332,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_2,C
466799,Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6,D
463701,Male,Yes,52,Yes,Marketing,1.0,High,4.0,Cat_6,C
466508,Female,Yes,40,Yes,Artist,9.0,Average,5.0,Cat_6,B
464319,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6,A
463556,Male,Yes,29,Yes,Entertainment,0.0,Low,2.0,Cat_2,D
466258,Female,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,B
464961,Male,Yes,76,No,Marketing,1.0,Low,1.0,Cat_4,A
464871,Female,No,28,Yes,Entertainment,6.0,Low,3.0,Cat_4,B
466450,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
464655,Male,Yes,39,Yes,,0.0,Average,5.0,Cat_4,A
460545,Male,Yes,83,No,Lawyer,0.0,High,3.0,Cat_3,D
461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
467914,Female,No,18,No,Healthcare,8.0,Low,5.0,Cat_6,D
465622,Female,Yes,42,Yes,Artist,5.0,Low,2.0,Cat_6,C
466818,Male,Yes,82,No,Executive,0.0,High,2.0,Cat_6,B
462668,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,B
467353,Male,Yes,26,No,Artist,3.0,Low,2.0,Cat_6,A
466679,Female,No,43,Yes,Artist,8.0,Low,2.0,Cat_6,B
459353,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
459371,Male,Yes,35,Yes,,,Low,2.0,Cat_6,A
461416,Female,No,31,Yes,Artist,13.0,Low,2.0,Cat_6,B
463207,Female,Yes,51,Yes,Artist,1.0,Average,2.0,Cat_6,C
466210,Female,Yes,60,Yes,Artist,1.0,High,4.0,Cat_6,C
460170,Male,Yes,68,No,Artist,0.0,Low,1.0,Cat_6,C
460880,Male,No,42,Yes,Artist,4.0,Low,2.0,Cat_2,A
465374,Male,Yes,37,Yes,Entertainment,1.0,Average,3.0,Cat_4,C
465880,Female,No,46,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
460671,Male,Yes,35,No,Entertainment,8.0,Average,4.0,Cat_3,B
461436,Male,Yes,55,Yes,Artist,8.0,Average,2.0,Cat_2,C
459391,Female,No,40,Yes,Engineer,1.0,Low,4.0,Cat_6,D
460073,Female,Yes,42,Yes,Engineer,2.0,Low,1.0,Cat_6,B
460660,Male,No,41,,Entertainment,6.0,Low,1.0,Cat_6,A
465286,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,B
461732,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_2,C
462927,Female,No,26,No,Homemaker,9.0,Low,2.0,Cat_6,A
460755,Male,No,33,Yes,Artist,0.0,Low,1.0,Cat_6,D
466465,Male,Yes,43,Yes,Engineer,5.0,High,2.0,Cat_3,A
460198,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
465294,Male,Yes,73,No,Lawyer,0.0,Low,2.0,Cat_6,D
459917,Male,No,43,Yes,Artist,11.0,Low,1.0,Cat_3,B
461150,Female,,20,No,Marketing,0.0,High,2.0,Cat_3,A
464604,Male,Yes,32,No,Entertainment,5.0,Low,2.0,Cat_4,A
463196,Female,Yes,67,Yes,Engineer,1.0,Low,1.0,Cat_6,A
465445,Female,No,27,Yes,Homemaker,6.0,Low,7.0,Cat_6,B
466562,Female,No,18,No,Healthcare,5.0,Low,4.0,Cat_6,D
459701,Male,No,47,No,Artist,3.0,Low,3.0,Cat_5,B
462412,Male,Yes,71,No,Artist,1.0,Low,5.0,Cat_6,C
466446,Female,Yes,46,Yes,Artist,1.0,High,3.0,Cat_6,C
462591,Male,No,25,No,Doctor,4.0,Low,,Cat_4,D
462768,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,B
463533,Female,Yes,87,Yes,Artist,1.0,High,2.0,Cat_2,C
465682,Male,Yes,39,Yes,Artist,0.0,Low,4.0,Cat_4,A
466171,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
467570,Male,No,18,No,Healthcare,14.0,Low,,Cat_6,D
459048,Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_6,D
466390,Female,Yes,61,Yes,Homemaker,1.0,Average,,Cat_3,B
467381,Male,Yes,49,Yes,Entertainment,0.0,Low,4.0,Cat_6,B
464010,Male,No,33,No,Healthcare,1.0,Low,4.0,Cat_6,C
459936,Female,No,45,Yes,Artist,2.0,Low,1.0,Cat_6,B
460701,Male,Yes,66,No,Entertainment,0.0,Average,2.0,Cat_6,B
464172,Male,Yes,60,Yes,Artist,3.0,High,3.0,Cat_6,B
464734,Female,No,42,No,Entertainment,7.0,Low,3.0,Cat_4,D
461986,Male,No,31,Yes,Healthcare,14.0,Low,4.0,Cat_6,B
459563,Male,Yes,72,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
461206,Male,No,28,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
466368,Male,No,37,Yes,Doctor,,Low,1.0,Cat_2,B
466310,Female,Yes,40,Yes,Engineer,0.0,Average,2.0,Cat_6,B
465714,Female,Yes,63,Yes,Artist,1.0,Low,1.0,Cat_2,C
467888,Male,No,27,No,Doctor,0.0,Low,4.0,Cat_6,B
462438,Male,No,22,No,Doctor,1.0,Low,3.0,Cat_2,D
463524,Female,Yes,40,Yes,Artist,6.0,Average,2.0,Cat_6,C
467180,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_3,D
466916,Male,Yes,87,Yes,Lawyer,3.0,Low,1.0,Cat_6,C
460514,Male,Yes,43,Yes,Doctor,1.0,Low,4.0,Cat_3,A
460158,Female,No,51,No,Engineer,8.0,Low,6.0,Cat_4,D
465550,Female,No,30,Yes,Healthcare,1.0,Low,6.0,Cat_3,D
459522,Male,Yes,47,Yes,Entertainment,,Average,4.0,Cat_6,B
459222,Female,Yes,68,Yes,Artist,1.0,Average,3.0,Cat_6,C
467952,Female,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,C
463860,Male,Yes,39,Yes,Healthcare,0.0,High,3.0,Cat_6,C
463206,Male,Yes,77,No,Lawyer,0.0,Low,1.0,Cat_6,A
460244,Female,No,51,Yes,Doctor,0.0,Low,3.0,Cat_6,B
459260,Male,Yes,37,Yes,Artist,0.0,Average,4.0,Cat_7,C
459459,Male,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_6,A
463948,Male,Yes,39,No,Executive,2.0,High,5.0,Cat_6,B
467625,Female,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,A
464273,Female,No,26,No,Artist,2.0,Low,2.0,Cat_6,D
460374,Female,No,46,Yes,Artist,6.0,Low,2.0,Cat_6,C
466967,Male,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,A
464547,Male,No,41,Yes,Artist,0.0,Low,2.0,Cat_3,B
459370,Male,No,18,No,Healthcare,13.0,Low,4.0,Cat_6,D
463352,Male,Yes,37,Yes,,0.0,Average,4.0,Cat_6,B
459428,Female,No,43,No,Marketing,0.0,Low,2.0,Cat_4,D
462604,Female,Yes,38,No,Doctor,1.0,Average,3.0,Cat_4,A
460580,Female,Yes,27,No,Engineer,9.0,Low,2.0,Cat_3,D
459177,Female,Yes,39,Yes,Artist,1.0,Average,4.0,Cat_6,A
462256,Female,Yes,59,Yes,Homemaker,0.0,Average,4.0,Cat_6,B
459074,Female,No,30,Yes,Healthcare,0.0,Low,4.0,Cat_4,C
463217,Female,Yes,33,Yes,Healthcare,2.0,High,1.0,Cat_5,A
467605,Female,Yes,40,Yes,Engineer,1.0,Average,7.0,Cat_6,A
459399,Female,No,20,No,Doctor,1.0,Low,2.0,Cat_6,D
460117,Female,Yes,48,Yes,Marketing,9.0,Low,1.0,Cat_6,D
466577,Male,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
467646,Male,No,31,No,Healthcare,,Low,7.0,Cat_6,D
461815,Male,Yes,55,Yes,Artist,1.0,Low,1.0,Cat_3,B
459443,Female,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,B
459980,Male,No,40,No,Engineer,1.0,Low,2.0,Cat_6,A
465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D
461919,Male,No,38,Yes,Doctor,0.0,Low,3.0,Cat_6,A
459498,Female,Yes,42,Yes,Artist,,Low,2.0,Cat_6,C
460394,Female,No,32,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
460634,Female,No,39,No,Entertainment,,Low,6.0,Cat_3,D
467937,Male,No,28,Yes,Doctor,0.0,Low,3.0,Cat_6,C
461460,Male,Yes,43,Yes,Executive,7.0,High,3.0,Cat_6,B
463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,Cat_2,B
460264,Female,Yes,35,Yes,Entertainment,0.0,Low,4.0,Cat_1,A
461487,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
460812,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,A
464077,Female,Yes,60,Yes,Artist,4.0,High,2.0,Cat_6,C
463070,Male,Yes,68,No,Entertainment,1.0,Low,1.0,Cat_6,D
459194,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,C
466230,Male,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,B
465946,Female,Yes,50,Yes,,1.0,Low,2.0,Cat_3,A
461860,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,C
466537,Female,Yes,83,No,Lawyer,,Low,2.0,Cat_6,A
459473,Male,Yes,78,No,Lawyer,,High,2.0,Cat_6,A
464034,Male,Yes,37,Yes,Entertainment,3.0,Low,1.0,Cat_6,A
465890,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,B
463918,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D
466189,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_3,C
462083,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_6,D
459843,Male,Yes,52,No,Artist,,Average,6.0,Cat_6,B
461735,Male,Yes,67,Yes,Lawyer,0.0,High,2.0,Cat_6,B
461033,Male,Yes,57,Yes,Doctor,5.0,Average,2.0,Cat_6,C
462695,Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,A
467326,Female,No,47,Yes,Artist,0.0,Low,1.0,Cat_1,C
465302,Female,Yes,57,Yes,Artist,1.0,High,3.0,Cat_2,B
459489,Male,Yes,46,Yes,Doctor,1.0,Average,4.0,Cat_6,B
465959,Female,No,49,Yes,Engineer,9.0,Low,1.0,Cat_6,A
463341,Female,Yes,48,No,Engineer,1.0,Average,6.0,Cat_3,A
460894,Male,Yes,38,No,Executive,5.0,High,3.0,Cat_6,A
466704,Male,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6,C
467810,Male,Yes,42,Yes,Artist,0.0,Average,5.0,Cat_6,C
464203,Male,No,56,Yes,Artist,2.0,Low,1.0,Cat_6,B
467768,Male,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,C
462139,Female,No,27,Yes,Healthcare,1.0,Low,4.0,Cat_2,C
467770,Female,Yes,48,Yes,Artist,9.0,High,4.0,Cat_3,C
465278,Male,Yes,38,No,Marketing,,High,4.0,Cat_7,C
463625,Male,Yes,35,No,Artist,1.0,Average,3.0,Cat_4,A
463483,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6,D
466415,Male,Yes,71,No,Marketing,1.0,Low,1.0,Cat_6,D
465939,Female,No,32,Yes,Engineer,0.0,Low,2.0,Cat_6,D
461084,Female,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_6,B
461938,Female,No,33,Yes,Engineer,9.0,Low,2.0,Cat_6,A
461866,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_6,D
464003,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_2,D
465154,Male,No,22,No,Healthcare,1.0,Low,2.0,Cat_4,D
460496,Male,No,19,No,Healthcare,7.0,Low,5.0,Cat_3,D
459302,Female,Yes,57,Yes,Artist,,Average,4.0,Cat_2,C
463688,Female,No,52,Yes,Doctor,1.0,Low,1.0,Cat_4,B
460860,Male,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,B
462654,Male,Yes,39,No,Artist,1.0,Average,6.0,Cat_4,A
466420,Male,No,27,Yes,Artist,5.0,Low,4.0,Cat_3,B
462244,Male,Yes,83,No,Executive,1.0,High,3.0,Cat_6,B
459044,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6,C
466453,Male,Yes,41,Yes,Entertainment,2.0,Average,2.0,Cat_6,A
462069,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,B
464221,Male,Yes,56,Yes,Entertainment,0.0,Low,,Cat_4,A
467404,Male,Yes,52,Yes,Artist,4.0,Low,1.0,Cat_6,C
460335,Female,No,63,Yes,Doctor,0.0,Low,2.0,Cat_6,B
462719,Female,Yes,55,Yes,Artist,0.0,High,5.0,Cat_6,B
