index,work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary
3614,2021,SE,FT,Data Engineer,US,100.0,US,L,200000
2894,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
3000,2022,SE,FT,Machine Learning Engineer,US,100.0,US,L,200000
2624,2022,SE,FT,Data Analyst,US,,US,M,139600
1501,2023,SE,FT,Data Engineer,US,100.0,US,M,75000
3588,2021,MI,FT,Data Analyst,US,100.0,US,L,93000
2355,2022,SE,FT,Data Scientist,US,,US,M,129300
134,2023,SE,FT,Machine Learning Engineer,US,,US,L,176100
3609,2020,SE,FT,Machine Learning Scientist,JP,,JP,S,260000
1382,2023,SE,FT,Data Engineer,US,,US,M,252000
2274,2022,MI,FT,Data Analyst,CA,,CA,M,65000
3047,2022,SE,FT,Machine Learning Engineer,US,100.0,US,L,131300
2627,2022,SE,FT,Data Engineer,US,100.0,US,M,50000
3754,2021,SE,FT,Data Science Manager,IN,50.0,IN,L,94665
2045,2022,MI,FT,Data Analyst,US,,US,M,100000
1425,2023,SE,FT,Machine Learning Engineer,US,,US,M,276000
1531,2023,SE,FT,Data Engineer,US,,US,M,252000
2997,2022,SE,FT,Data Architect,US,100.0,US,M,113900
312,2023,SE,FT,Data Analyst,US,100.0,US,M,125000
1438,2023,SE,FT,Data Analyst,US,,US,M,145000
2582,2022,SE,FT,Data Scientist,US,,US,M,185900
419,2023,EN,FT,Research Engineer,US,,US,M,155000
537,2023,MI,FT,Data Engineer,US,,US,M,143865
2875,2022,SE,FT,Analytics Engineer,US,100.0,US,M,165000
192,2023,SE,FT,Data Scientist,US,,US,M,228000
3182,2022,MI,FT,ETL Developer,GR,,GR,M,52533
2711,2022,EX,FT,Data Engineer,US,100.0,US,M,116100
1996,2022,EN,FT,Data Engineer,US,,US,M,135000
3445,2022,SE,FT,Machine Learning Engineer,NL,100.0,NL,L,59888
1466,2023,SE,FT,Data Manager,US,,US,M,168400
3295,2022,SE,FT,Data Scientist,US,,US,M,95550
3273,2022,EN,FT,Data Engineer,GB,100.0,GB,M,43096
1881,2022,SE,FT,Data Scientist,US,,US,M,120000
154,2023,MI,FT,Data Engineer,US,100.0,US,M,70000
2114,2022,MI,FT,Data Science Consultant,GB,,GB,M,70186
2309,2022,MI,FT,Data Engineer,US,,US,M,65000
1043,2023,SE,FT,Data Engineer,US,,US,M,106800
966,2023,SE,FT,Data Scientist,US,,US,M,150000
3001,2022,SE,FT,Machine Learning Engineer,US,100.0,US,L,150000
2777,2022,MI,FT,Data Operations Engineer,US,100.0,US,M,60000
2687,2022,MI,FT,Research Scientist,DE,,DE,S,84053
2682,2022,SE,FT,Data Scientist,US,,US,L,144000
456,2023,SE,FT,Data Engineer,US,,US,M,129000
80,2023,MI,FT,Data Scientist,HK,,HK,L,65062
3737,2021,MI,FT,Data Analyst,US,,US,L,62000
988,2023,SE,FT,Data Analyst,IN,100.0,IN,S,15806
1749,2023,EN,FT,Research Engineer,US,,US,M,160000
2451,2022,EN,FT,Data Engineer,GB,100.0,GB,M,49253
3720,2021,MI,FT,Big Data Engineer,MD,,MD,S,18000
71,2023,SE,FT,Data Engineer,US,,US,M,81500
1505,2023,SE,FT,Data Engineer,US,100.0,US,M,107500
1537,2023,SE,FT,Data Scientist,US,,US,M,190000
1491,2023,SE,FT,Data Analyst,US,100.0,US,M,125600
326,2023,MI,FT,Machine Learning Engineer,US,100.0,US,M,150450
2168,2022,SE,FT,Data Analyst,GB,,GB,M,92350
2903,2022,SE,FT,Data Engineer,GB,100.0,GB,M,82280
2611,2022,SE,FT,Data Scientist,US,100.0,US,S,55000
2959,2022,SE,FT,Analytics Engineer,US,,US,M,180000
303,2023,SE,FT,Data Scientist,US,100.0,US,M,100000
3721,2020,SE,FL,Computer Vision Engineer,RU,100.0,US,S,60000
1184,2023,SE,FT,Data Analyst,US,,US,M,110600
3011,2022,SE,FT,Data Engineer,PR,100.0,PR,M,135000
1948,2022,SE,FT,Data Engineer,US,,US,M,120000
2799,2022,SE,FT,Data Engineer,US,100.0,US,M,80000
2053,2022,SE,FT,Data Scientist,US,100.0,US,M,110000
2693,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,180000
463,2023,SE,FT,Data Scientist,US,,US,M,170000
2489,2022,SE,FT,Data Analyst,US,,US,M,52500
2257,2022,MI,FT,Analytics Engineer,GB,,GB,M,104663
42,2023,EN,FT,Applied Scientist,US,,US,L,204620
2822,2022,SE,FT,Data Scientist,US,,US,M,179400
179,2023,SE,FT,Data Engineer,US,100.0,US,M,220000
703,2023,MI,FT,Data Analyst,US,,US,M,100000
2468,2022,SE,FT,Data Analyst,US,,US,M,120000
1263,2023,EX,FT,Data Engineer,US,,US,M,235000
2207,2022,SE,FT,Data Engineer,US,,US,L,230000
3749,2021,SE,FT,Data Specialist,US,100.0,US,L,165000
97,2023,SE,FT,Data Engineer,US,100.0,US,M,217000
1986,2022,SE,FT,Research Scientist,US,100.0,US,M,150000
3141,2022,SE,FT,Data Engineer,US,100.0,US,M,135000
2881,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
999,2023,SE,FT,Data Analyst,US,,US,M,180180
2510,2022,SE,FT,Data Engineer,US,,US,M,170000
701,2023,SE,FT,Applied Scientist,US,,US,L,222200
859,2023,SE,FT,Machine Learning Engineer,US,,US,M,172200
1383,2023,SE,FT,Data Engineer,US,,US,M,129000
1483,2023,MI,FT,Data Analyst,US,,US,M,79000
2845,2022,MI,FT,Data Manager,US,,US,M,134000
2112,2022,MI,FT,Data Engineer,LT,,LT,M,110446
408,2023,SE,FT,Machine Learning Engineer,US,,US,M,181000
337,2023,MI,FT,Data Scientist,US,100.0,US,M,51962
1087,2023,SE,FT,Machine Learning Engineer,CA,100.0,CA,M,269000
1320,2023,MI,FT,Machine Learning Engineer,GB,,GB,M,121523
2201,2022,SE,FT,Data Engineer,US,,US,M,191200
3530,2020,MI,FT,Data Science Consultant,US,100.0,US,L,103000
2040,2022,SE,FT,Data Specialist,US,,US,M,70000
1224,2023,EN,FT,Data Analyst,KW,50.0,US,L,50000
683,2023,MI,FT,Data Analyst,US,,US,M,160000
3578,2021,EN,FT,Computer Vision Software Engineer,US,100.0,US,M,70000
3713,2020,SE,FT,Data Scientist,US,50.0,US,L,120000
2641,2022,SE,FT,Data Architect,US,100.0,US,M,66000
3237,2022,SE,FT,Data Engineer,US,,US,M,108800
2841,2022,SE,FT,Data Scientist,US,100.0,US,M,136994
1068,2023,MI,FT,Applied Machine Learning Engineer,US,,US,M,130000
736,2023,EN,FT,AI Programmer,IN,,AU,L,70000
733,2023,SE,FT,Data Analyst,US,,US,M,180180
1016,2023,SE,FT,Data Architect,US,,US,M,105200
3234,2022,MI,FT,Data Analyst,US,,US,S,58000
3651,2021,EN,FT,BI Data Analyst,KE,100.0,KE,S,9272
159,2023,SE,FT,Data Engineer,US,,US,M,145000
2679,2022,SE,FT,Lead Data Scientist,US,100.0,US,L,156868
1293,2023,SE,FT,Data Scientist,US,100.0,US,M,135000
1011,2023,SE,FT,Data Scientist,US,,US,M,185900
964,2023,SE,FT,Data Scientist,ES,,ES,M,48289
1172,2023,SE,FT,Data Engineer,US,,US,M,109400
621,2023,MI,FT,Data Engineer,US,100.0,US,M,90000
679,2023,SE,FT,Data Analyst,US,100.0,US,M,110000
2806,2022,SE,FT,Machine Learning Engineer,FI,50.0,FI,S,63040
1109,2023,SE,FT,Data Analyst,US,100.0,US,S,80000
2038,2022,SE,FT,Data Engineer,ES,,ES,M,36773
860,2023,EX,FT,Data Engineer,US,100.0,US,M,310000
1711,2023,MI,FT,Machine Learning Engineer,GB,,GB,M,67141
1831,2022,SE,FT,Data Engineer,US,,US,M,130000
2786,2022,EN,FT,Data Scientist,IN,50.0,IN,M,22892
3707,2021,SE,FT,Principal Data Engineer,US,100.0,US,L,185000
2648,2022,MI,FT,Data Analyst,US,,US,M,105000
87,2023,SE,FT,Data Engineer,US,100.0,US,M,225000
1791,2023,SE,FT,Research Scientist,US,,US,M,145900
3735,2021,EN,,AI Scientist,BR,100.0,US,S,12000
772,2023,SE,FT,Data Engineer,GB,,GB,M,101228
305,2023,SE,FT,Data Engineer,US,,US,M,109000
533,2023,SE,FT,Data Scientist,US,,US,M,185900
3331,2022,SE,FT,Data Engineer,US,100.0,US,M,140250
878,2023,SE,FT,Data Engineer,US,,US,M,252000
3583,2020,SE,FT,Data Engineer,US,100.0,US,L,188000
1209,2023,SE,FT,Machine Learning Engineer,US,,US,M,147100
917,2023,MI,FT,Data Analyst,GB,100.0,GB,M,43809
2708,2022,SE,FT,ETL Developer,US,100.0,US,M,250000
1108,2023,SE,FT,Data Analyst,US,100.0,US,S,110000
230,2023,SE,FT,Data Quality Analyst,US,,US,M,100000
784,2023,SE,FT,Machine Learning Engineer,US,,US,M,172200
1347,2022,EN,FT,Data Scientist,US,100.0,US,M,180000
663,2023,SE,FT,Data Engineer,US,,US,M,275000
191,2023,MI,FT,Machine Learning Engineer,US,,US,M,250000
1092,2023,MI,FT,Deep Learning Engineer,US,100.0,US,M,100000
1729,2023,MI,FT,Research Engineer,US,100.0,US,M,100000
494,2023,SE,FT,AI Developer,UA,,UA,M,60000
2939,2021,SE,FT,Data Analyst,PH,100.0,PH,S,50000
3712,2021,SE,FT,Data Analytics Manager,US,100.0,US,L,140000
3315,2022,SE,FT,Data Engineer,US,100.0,US,L,154600
294,2023,SE,FT,Applied Scientist,US,,US,L,222200
3161,2022,SE,FT,Data Analytics Manager,US,100.0,US,M,145000
1344,2023,SE,FT,Data Scientist,GB,,GB,M,185000
2276,2022,MI,FT,Data Engineer,US,,US,M,95000
2353,2022,SE,FT,Data Analyst,US,,US,M,95000
1371,2023,MI,FT,Data Engineer,US,,US,M,130000
1983,2022,MI,FT,Data Analyst,US,100.0,US,M,102640
818,2023,MI,FT,Research Scientist,US,100.0,US,M,185000
2264,2022,SE,FT,Data Scientist,US,100.0,US,M,107000
3244,2022,SE,FT,Data Scientist,US,100.0,US,M,165220
2833,2022,EX,FT,Data Engineer,US,100.0,US,M,260000
1477,2023,SE,FT,Data Engineer,US,,US,L,123700
361,2023,SE,FT,Data Engineer,US,,US,M,150000
3718,2021,MI,FT,Machine Learning Engineer,JP,50.0,JP,S,74000
2838,2022,MI,FT,Data Operations Engineer,US,100.0,US,M,100000
200,2023,SE,FT,Data Architect,US,100.0,US,M,200000
3432,2021,MI,FT,Data Scientist,US,50.0,US,L,109000
2400,2022,SE,FT,Data Architect,US,100.0,US,M,192564
675,2023,SE,FT,Data Architect,GB,100.0,GB,M,138000
284,2023,SE,FT,Data Scientist,US,,US,M,195000
224,2023,SE,FT,Data Engineer,US,,US,M,145000
2928,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
2337,2022,SE,FT,Data Engineer,US,,US,M,129300
2157,2022,MI,FT,Data Scientist,US,100.0,US,M,90000
1370,2023,MI,FT,Data Engineer,US,,US,M,162500
1187,2023,SE,FT,Machine Learning Engineer,US,100.0,US,M,288000
1447,2023,SE,FT,Data Scientist,US,100.0,US,M,145000
387,2023,MI,FT,Data Scientist,US,100.0,US,M,180000
1693,2023,SE,FT,Data Scientist,US,,US,M,129300
967,2023,SE,FT,Data Scientist,US,,US,M,120000
481,2023,MI,FT,Machine Learning Scientist,US,,US,M,220000
1686,2023,SE,FT,BI Developer,US,100.0,US,M,140000
2764,2022,SE,FT,Data Scientist,US,100.0,US,M,207000
3258,2022,SE,FT,Data Analyst,US,100.0,US,M,155000
311,2023,SE,FT,Data Manager,US,,US,M,105200
1164,2023,MI,FT,Data Analyst,HR,,HR,M,72914
3442,2022,MI,FT,Machine Learning Engineer,AU,100.0,AU,L,83864
3023,2022,MI,FT,Data Analyst,IN,100.0,IN,S,5723
255,2023,SE,FT,Research Engineer,US,,US,M,185000
3185,2022,SE,FT,Data Engineer,US,100.0,US,M,132320
1523,2023,MI,FT,Data Analyst,US,,US,M,90000
1007,2023,EX,FT,Data Engineer,US,100.0,US,M,310000
1692,2023,SE,FT,Data Scientist,US,,US,M,185900
3156,2022,MI,FT,Machine Learning Engineer,GB,,GB,M,116976
2387,2022,SE,FT,Data Analyst,US,,US,M,123648
560,2023,MI,FT,Data Scientist,IE,,IE,M,80481
1037,2023,SE,FT,Data Engineer,US,,US,M,65000
54,2023,SE,FT,Data Engineer,US,100.0,US,M,203300
507,2023,SE,FT,Data Analyst,US,,US,M,175000
3032,2022,SE,FT,Data Architect,US,,US,M,102100
1268,2023,SE,FT,Data Architect,US,100.0,US,M,115000
2103,2022,SE,FT,Data Scientist,US,,US,M,203500
2913,2022,EN,FT,Data Engineer,US,100.0,US,L,80000
3188,2022,SE,FT,Data Engineer,US,100.0,US,M,136994
2317,2022,SE,FT,Data Engineer,US,100.0,US,M,231250
2346,2022,SE,FT,Machine Learning Engineer,US,,US,M,247500
194,2023,SE,FT,Data Scientist,US,,US,M,190000
1189,2023,MI,FT,Data Engineer,US,,US,M,120000
283,2023,SE,FT,Data Analyst,US,100.0,US,M,127075
539,2023,MI,FT,Machine Learning Engineer,US,,US,M,130000
1536,2023,SE,FT,Data Engineer,US,,US,M,133300
1112,2023,SE,FT,Data Analyst,US,,US,M,95000
2119,2021,SE,FT,Data Analyst,US,100.0,US,S,115000
3441,2022,SE,FT,Data Engineer,US,100.0,US,M,115000
2415,2022,MI,FT,Data Analyst,US,,US,M,109000
1000,2023,SE,FT,Data Analyst,US,,US,M,106020
1650,2023,EX,FT,Data Engineer,US,,US,M,150900
2703,2022,EN,FT,Data Analyst,CR,50.0,US,M,20000
2436,2022,MI,FT,Data Scientist,US,100.0,US,M,120000
1852,2022,SE,FT,Data Engineer,US,100.0,US,M,63000
3748,2021,MI,FT,Data Engineer,MT,50.0,MT,L,28369
389,2023,EX,FT,Data Scientist,US,,US,M,200000
637,2023,SE,FT,Data Engineer,US,,US,M,165000
1357,2023,SE,FT,Data Engineer,US,,US,M,133300
2015,2022,SE,FT,Data Analyst,US,,US,M,169000
1136,2023,MI,FT,Machine Learning Engineer,US,,US,M,126277
1539,2023,SE,FT,Data Engineer,US,100.0,US,M,170000
1906,2022,SE,FT,Data Engineer,US,,US,M,75000
3016,2022,SE,FT,Data Analyst,GB,,GB,M,61566
2570,2022,SE,FT,Marketing Data Analyst,GB,100.0,GB,S,200000
674,2023,MI,FT,Data Analyst,US,,US,M,130000
3430,2022,EN,FT,Data Engineer,US,100.0,US,S,65000
991,2023,SE,FT,Data Engineer,US,,US,M,185900
731,2023,SE,FT,Data Architect,US,100.0,US,M,113900
1489,2023,SE,FT,Data Scientist,US,100.0,US,M,183500
1903,2022,SE,FT,Data Engineer,US,,US,M,185900
1146,2023,SE,FT,Machine Learning Software Engineer,US,,US,M,170000
3026,2022,MI,FT,BI Data Analyst,DE,100.0,DE,S,50432
521,2023,SE,FT,Data Architect,US,100.0,US,M,170000
1081,2023,SE,FT,Machine Learning Engineer,US,,US,M,163800
1177,2023,SE,FT,Data Scientist,US,,US,M,185900
2442,2022,SE,FT,Data Scientist,US,100.0,US,M,136000
670,2023,SE,FT,Machine Learning Engineer,US,100.0,US,M,120000
132,2023,SE,FT,Data Engineer,US,100.0,US,M,141600
3102,2022,MI,FT,Data Scientist,GB,50.0,GB,M,80036
1978,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,150000
2444,2022,SE,FT,Data Scientist,ES,,ES,M,47280
3065,2022,MI,FT,Data Scientist,GB,100.0,GB,M,131752
1754,2023,EN,FT,Deep Learning Engineer,US,,US,M,120000
117,2023,SE,FT,Analytics Engineer,US,,US,M,289800
2710,2022,EX,FT,Data Engineer,US,100.0,US,M,187200
1238,2023,SE,FT,Data Analyst,US,,US,M,106800
1416,2023,EN,FT,Data Engineer,US,,US,M,135000
1503,2023,SE,FT,Data Engineer,US,,US,M,160000
1117,2023,SE,FT,Machine Learning Engineer,US,,US,M,184700
2209,2022,SE,FT,Data Engineer,US,,US,M,120000
1024,2023,SE,FT,Machine Learning Engineer,DE,,DE,M,275000
1780,2023,SE,FT,Applied Scientist,US,100.0,US,M,184000
1885,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,201000
51,2023,SE,FT,Data Scientist,US,100.0,US,M,183500
2219,2022,SE,FT,Analytics Engineer,US,,US,M,110000
2004,2022,SE,FT,Data Engineer,US,100.0,US,M,150000
2563,2022,SE,FT,Data Engineer,US,,US,L,205600
3525,2021,SE,FT,Data Science Engineer,CA,50.0,CA,L,127221
2807,2022,EN,FT,Business Data Analyst,IN,100.0,AS,L,50000
2214,2022,SE,FT,Data Analyst,US,,US,M,110600
3498,2022,EN,FT,ML Engineer,PT,100.0,PT,L,21013
9,2023,SE,FT,Data Scientist,US,,US,M,147100
468,2023,SE,FT,Data Scientist,US,,US,M,160000
936,2023,EN,FT,Data Analyst,US,100.0,US,M,85000
2479,2022,SE,FT,Data Scientist,US,,US,M,159699
2509,2022,SE,FT,Data Operations Analyst,US,,US,M,92250
3247,2022,SE,FT,Data Analyst,US,100.0,US,M,90320
119,2023,SE,FT,Analytics Engineer,US,,US,M,179820
3346,2022,MI,FT,Data Scientist,US,,US,M,141300
615,2023,EN,FT,Data Engineer,US,,US,M,125000
1151,2023,SE,FT,Data Engineer,US,,US,M,200000
292,2023,SE,FT,Data Scientist,US,,US,M,199000
838,2023,MI,FT,Data Engineer,MX,100.0,MX,M,60000
2735,2022,SE,FT,Data Architect,US,100.0,US,M,190000
3226,2022,MI,FT,Data Engineer,US,,US,M,82900
2051,2022,SE,FT,Data Scientist,US,,US,M,81500
1167,2023,SE,FT,Data Science Lead,US,,US,M,247500
665,2023,SE,FT,Data Analyst,US,100.0,US,M,115934
3162,2022,SE,FT,Data Analytics Manager,US,100.0,US,M,105400
777,2023,SE,FT,Data Engineer,US,,US,M,163800
3753,2020,EN,CT,Business Data Analyst,US,100.0,US,L,100000
885,2023,EN,FT,Research Scientist,US,,US,M,100000
803,2023,MI,FT,Data Analyst,CA,100.0,CA,M,130000
633,2023,SE,FT,Data Scientist,US,,US,M,239748
1047,2023,SE,FT,Data Engineer,US,,US,M,90000
3293,2022,SE,FT,Data Engineer,US,,US,L,113000
1389,2023,SE,FT,Data Engineer,US,100.0,US,M,182750
3073,2022,SE,FT,Applied Machine Learning Scientist,FR,100.0,GB,L,77119
282,2023,SE,FT,Data Analyst,US,100.0,US,M,149500
3380,2022,SE,FT,Data Analyst,US,100.0,US,M,100000
1205,2022,EN,FT,Data Scientist,US,,US,M,85000
3393,2022,SE,FT,Data Analyst,US,100.0,US,M,100000
2139,2022,SE,FT,Data Scientist,ES,,ES,M,47280
3586,2021,MI,FT,Data Engineer,US,100.0,US,L,200000
30,2023,SE,FT,Data Strategist,CA,,CA,M,72000
270,2023,SE,FT,Analytics Engineer,US,100.0,US,M,173000
2098,2022,SE,FT,Analytics Engineer,US,100.0,US,M,125000
1381,2023,SE,FT,Machine Learning Engineer,US,,US,M,125000
1231,2023,SE,FT,Data Analyst,US,,US,M,80000
1270,2023,SE,FT,Data Science Manager,US,100.0,US,M,138750
1066,2023,SE,FT,Data Engineer,US,,US,M,265000
3004,2022,SE,FT,Analytics Engineer,US,100.0,US,M,170000
1671,2023,SE,FT,Research Scientist,US,,US,M,150000
3512,2021,EX,FT,Director of Data Science,US,,US,L,250000
3461,2022,EN,FT,Research Scientist,US,100.0,US,L,120000
1088,2023,SE,FT,Machine Learning Engineer,CA,100.0,CA,M,158000
3533,2021,EN,FT,Data Analyst,US,100.0,US,S,90000
333,2023,SE,FT,Data Analyst,US,,US,M,120000
714,2023,SE,FT,Data Scientist,US,,US,M,205000
2692,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,210000
346,2023,SE,FT,Data Scientist,US,100.0,US,M,203000
2847,2022,SE,FT,Data Scientist,US,100.0,US,M,191475
3019,2022,SE,FT,Data Engineer,US,,US,M,188100
2404,2022,SE,FT,Data Engineer,US,100.0,US,M,179305
3036,2022,SE,FT,Data Architect,US,,US,M,250000
3375,2022,SE,FT,Data Scientist,US,100.0,US,M,140000
1403,2023,EN,FT,BI Developer,US,,US,M,100000
1709,2023,SE,FT,Machine Learning Scientist,US,100.0,US,M,165750
546,2023,SE,FT,Analytics Engineer,US,,US,M,143860
1,2023,MI,CT,ML Engineer,US,100.0,US,S,30000
2942,2022,SE,FT,Data Scientist,US,,US,M,140000
2163,2022,SE,FT,Data Engineer,US,,US,M,130000
3059,2022,EN,FT,Data Analyst,US,100.0,US,L,150000
3110,2022,SE,FT,Data Scientist,US,100.0,US,L,92000
10,2023,SE,FT,Data Scientist,US,,US,M,90700
2734,2022,SE,FT,Data Scientist,US,100.0,US,M,128000
1836,2022,SE,FT,Data Engineer,US,,US,M,175000
1883,2022,MI,FT,Data Scientist,US,,US,M,110000
3668,2021,EN,FT,Machine Learning Engineer,US,50.0,US,S,81000
3333,2022,SE,FT,Data Analyst,US,100.0,US,M,99050
1959,2022,SE,FT,Data Engineer,US,,US,M,95000
2988,2022,SE,FT,Data Engineer,US,100.0,US,M,135000
3466,2021,MI,FT,Data Analyst,US,100.0,US,L,135000
1718,2023,SE,FT,Data Engineer,US,,US,M,175308
580,2023,MI,FT,Data Scientist,GB,,GB,M,51039
2958,2022,SE,FT,Analytics Engineer,US,,US,M,245000
1739,2022,MI,FT,Business Data Analyst,IN,50.0,IN,L,18314
363,2023,SE,FT,Data Scientist,US,100.0,US,M,140000
1717,2023,SE,FT,Data Scientist,US,100.0,US,M,140000
2872,2022,EN,FT,Data Analyst,FR,100.0,IN,L,6359
2055,2022,SE,FT,Machine Learning Engineer,US,,US,M,120000
1562,2023,MI,FT,Data Scientist,RO,50.0,RO,L,53654
488,2023,SE,FT,Data Scientist,US,,US,M,317070
3147,2022,SE,FT,Data Scientist,US,,US,M,148800
4,2023,SE,FT,Data Scientist,CA,100.0,CA,M,120000
1620,2023,SE,FT,Data Scientist,US,,US,M,153400
1790,2023,SE,FT,Research Scientist,US,,US,M,248100
1433,2023,SE,FT,Data Scientist,US,,US,M,228000
2324,2022,SE,FT,Analytics Engineer,US,100.0,US,M,138750
1934,2022,SE,FT,Data Analyst,US,,US,M,120000
3728,2021,MI,FT,Data Scientist,ES,100.0,ES,M,46809
3595,2021,SE,FT,Principal Data Analyst,US,100.0,US,M,170000
52,2023,SE,FT,Data Scientist,US,100.0,US,M,218500
143,2023,SE,FT,Data Analyst,US,,US,M,204500
3599,2021,MI,FT,Data Engineer,GB,50.0,GB,L,72212
1409,2023,SE,FT,Data Manager,US,,US,M,112000
321,2023,SE,FT,Data Analyst,US,,US,M,106000
3222,2022,MI,FT,Data Engineer,GB,100.0,GB,M,73880
269,2023,SE,FT,Analytics Engineer,US,100.0,US,M,117100
211,2023,SE,FT,Machine Learning Engineer,US,,US,M,247500
3303,2022,SE,FT,Data Engineer,US,100.0,US,M,132320
2498,2022,SE,FT,Machine Learning Engineer,US,,US,M,204500
3112,2022,SE,FT,Data Engineer,US,100.0,US,M,160000
2855,2022,SE,FT,Data Engineer,US,,US,M,164000
3086,2022,EN,FT,Analytics Engineer,US,50.0,US,L,130000
362,2023,SE,FT,Data Engineer,US,,US,M,130000
3002,2022,SE,FT,Data Engineer,US,,US,M,195700
2452,2022,SE,FT,Data Engineer,US,,US,M,160000
1658,2023,SE,FT,Analytics Engineer,US,,US,M,167000
77,2023,SE,FT,Data Architect,US,100.0,US,M,168100
258,2023,SE,FT,Data Engineer,US,100.0,US,M,220000
2254,2022,MI,FT,BI Data Analyst,FR,50.0,FR,M,105066
609,2023,SE,FT,Data Analyst,US,100.0,US,M,165000
2749,2022,SE,FT,Data Scientist,US,100.0,US,M,141525
341,2023,EN,FT,Data Engineer,US,,US,M,65000
3638,2021,MI,FT,Data Scientist,RS,100.0,DE,S,25532
1747,2023,SE,FT,Research Scientist,US,,US,M,200000
3277,2022,SE,FT,Data Analyst,US,100.0,US,M,135000
659,2023,SE,FT,Cloud Database Engineer,US,100.0,US,L,170000
1957,2022,SE,FT,Data Scientist,US,100.0,US,M,140000
1722,2023,SE,FT,Data Engineer,US,,US,M,310000
2291,2022,SE,FT,Data Scientist,US,,US,M,185900
116,2023,SE,FT,Data Scientist,US,,US,M,120000
2819,2021,EN,FT,Machine Learning Research Engineer,FR,50.0,FR,M,20000
2843,2022,SE,FT,ETL Developer,US,100.0,US,M,250000
810,2023,MI,FT,Data Science Manager,US,,US,M,104500
3304,2022,SE,FT,Data Engineer,US,100.0,US,M,243900
851,2023,MI,FT,Data Scientist,FR,50.0,FR,M,64385
2776,2022,MI,FT,Data Operations Engineer,US,100.0,US,M,100000
330,2023,SE,FT,Data Engineer,US,,US,M,145000
3495,2021,SE,FT,Machine Learning Scientist,US,50.0,US,S,120000
2912,2022,EN,FT,Data Analyst,US,100.0,US,L,46000
2517,2022,SE,FT,Data Engineer,US,,US,M,160000
3113,2022,MI,FT,Data Engineer,GB,,GB,M,135446
2069,2022,MI,FT,Machine Learning Engineer,US,,US,M,130000
3168,2022,SE,FT,Data Engineer,US,100.0,US,L,209100
746,2023,EX,FT,Data Engineer,US,100.0,US,M,116704
3198,2022,MI,FT,Data Analyst,ES,100.0,ES,M,42026
2217,2022,SE,FT,Data Engineer,US,,US,M,129300
241,2023,SE,FT,Data Scientist,US,,US,L,239000
1990,2022,MI,FT,Data Engineer,US,100.0,US,M,80000
1305,2023,SE,FT,Data Analyst,US,100.0,US,M,140000
2495,2022,SE,FT,Data Scientist,US,,US,M,156400
1597,2023,SE,FT,Data Science Consultant,US,,US,M,145000
3401,2022,SE,FT,Data Scientist,US,100.0,US,M,140000
3193,2022,EN,FT,Machine Learning Engineer,GB,100.0,GB,L,35093
1947,2022,SE,FT,AI Scientist,CO,100.0,CO,L,125000
3619,2021,SE,FT,Machine Learning Engineer,US,50.0,US,L,185000
571,2023,SE,FT,Data Analyst,US,100.0,US,M,100000
1114,2023,SE,FT,Data Engineer,US,100.0,US,M,137500
646,2023,SE,FT,Data Engineer,US,100.0,US,M,107900
3269,2022,SE,FT,Data Scientist,GB,,GB,M,98506
618,2023,SE,FT,Data Engineer,US,,US,M,126000
743,2023,SE,FT,Data Scientist,US,,US,M,105000
1002,2023,SE,FT,Data Scientist,US,100.0,US,M,104000
704,2023,MI,FT,Data Analyst,US,,US,M,85000
249,2022,SE,FT,Data Scientist,ES,100.0,GB,L,88256
2854,2022,SE,FT,Data Engineer,US,,US,M,215000
2352,2022,SE,FT,Data Analyst,US,,US,M,110000
2513,2022,MI,FT,ML Engineer,US,100.0,US,M,100000
1737,2023,MI,FT,Data Engineer,US,,US,M,100000
2783,2022,SE,FT,Data Analyst,ES,,ES,M,36773
1326,2023,MI,FT,Data Engineer,GB,100.0,GB,M,63192
653,2023,SE,FT,Data Analyst,US,100.0,US,M,206500
881,2023,SE,FT,Data Analyst,US,,US,M,85500
2416,2022,MI,FT,Data Scientist Lead,AT,50.0,AT,L,89306
1154,2023,EX,FT,Data Engineer,US,100.0,US,M,239000
2492,2022,SE,FT,Data Scientist,US,100.0,US,M,180000
987,2023,SE,FT,Machine Learning Engineer,US,,US,M,142200
3529,2021,MI,FT,Data Scientist,US,100.0,US,M,150000
1905,2022,SE,FT,Data Engineer,US,,US,M,130000
617,2023,SE,FT,Data Engineer,US,,US,M,163800
2190,2022,SE,FT,Data Engineer,US,,US,M,120000
82,2023,MI,FT,Applied Machine Learning Engineer,IN,100.0,DE,S,69751
320,2023,SE,FT,Data Analyst,US,,US,M,139000
1899,2022,SE,FT,Machine Learning Engineer,US,,US,M,204500
1486,2023,SE,FT,Data Scientist,US,100.0,US,M,275300
1637,2023,SE,FT,Data Engineer,US,100.0,US,M,232200
1744,2023,EN,FT,Data Engineer,US,,US,M,160000
1588,2023,SE,FT,Data Architect,US,,US,M,113000
